Function,Initialization,Mutation,Mean,Std,Median,Best,Worst
Rastrigin-30d,cahotic,ABC/best/2,3.789561257387201e-15,1.4179239871335166e-14,0.0,0.0,5.684341886080802e-14
Weierstrass-30d,random,StandardABC,0.001395731502275055,0.0003069464965496583,0.0015498147058750078,0.0007701137748767906,0.0017664395467349436
Weierstrass-30d,cahotic,StandardABC,0.001619452331050771,0.0003166833502274215,0.0017386509911787584,0.0009744282079608979,0.002266932273315092
Weierstrass-30d,random,ModifiedABC,0.0,0.0,0.0,0.0,0.0
Weierstrass-30d,cahotic,ModifiedABC,0.0,0.0,0.0,0.0,0.0
Weierstrass-30d,random,ABC/best/1,4.736951571734001e-16,1.7724049839168958e-15,0.0,0.0,7.105427357601002e-15
Weierstrass-30d,cahotic,ABC/best/1,0.0,0.0,0.0,0.0,0.0
Weierstrass-30d,random,ABC/best/2,1.5643782565651538e-11,1.0081267096348434e-11,1.1105782959930366e-11,1.8616219676914625e-12,3.611688725868589e-11
Weierstrass-30d,cahotic,ABC/best/2,2.4517987640138016e-11,1.1233197748575578e-11,2.3078428057488054e-11,8.256506589532364e-12,5.143618864167365e-11
Griewank-30d,random,StandardABC,7.051938113455947e-08,1.8557663881747595e-07,1.1443095138119475e-08,1.3715556468341106e-09,7.575749215726901e-07
Griewank-30d,cahotic,StandardABC,4.859750725912567e-07,1.6947500794691499e-06,1.2787853109763603e-08,2.2117341291760795e-09,6.825063287085875e-06
Griewank-30d,random,ModifiedABC,8.141635513917814e-17,4.9095909417268636e-17,1.1102230246251565e-16,0.0,1.1102230246251565e-16
Griewank-30d,cahotic,ModifiedABC,8.141635513917814e-17,4.9095909417268636e-17,1.1102230246251565e-16,0.0,1.1102230246251565e-16
Griewank-30d,random,ABC/best/1,0.0004930694611454529,0.0018448965938893125,1.1102230246251565e-16,0.0,0.007396040429505368
Griewank-30d,cahotic,ABC/best/1,4.921618668163319e-12,1.8412637184225926e-11,1.1102230246251565e-16,0.0,7.381539823825278e-11
Griewank-30d,random,ABC/best/2,1.2387238976785397e-07,3.5699586735944497e-07,1.492593826313282e-10,4.440892098500626e-15,1.4483893885364196e-06
Griewank-30d,cahotic,ABC/best/2,1.3939959431959654e-07,2.9043572361029465e-07,3.992792318996408e-09,8.37108160567368e-14,1.1037702943861305e-06
Schwefel-30d,random,StandardABC,283.43324664159735,118.28924035528503,248.3770793091062,17.513805290807795,474.9866716805591
Schwefel-30d,cahotic,StandardABC,167.37744788731314,93.60669343012633,121.66258041374567,0.1260784698442876,359.1306007936473
Schwefel-30d,random,ModifiedABC,7221.94457897699,169.66363139850063,7222.365970332551,6900.081169789846,7505.348781902577
Schwefel-30d,cahotic,ModifiedABC,7332.322304117176,292.54247693995444,7395.274147816853,6671.460553010842,7707.250465220949
Schwefel-30d,random,ABC/best/1,0.00038182698881428223,0.0,0.00038182698881428223,0.00038182698881428223,0.00038182698881428223
Schwefel-30d,cahotic,ABC/best/1,0.00038182698881428223,0.0,0.00038182698881428223,0.00038182698881428223,0.00038182698881428223
Schwefel-30d,random,ABC/best/2,7.896270801284724,29.54371130582121,0.00038182698881428223,0.00038182698881428223,118.43871644142746
Schwefel-30d,cahotic,ABC/best/2,0.00038182698881428223,0.0,0.00038182698881428223,0.00038182698881428223,0.00038182698881428223
Sumsquares-30d,random,StandardABC,3.677567843868225e-11,5.080180474352757e-11,1.6938742645413663e-11,4.378006496903173e-12,2.08540089052059e-10
Sumsquares-30d,cahotic,StandardABC,3.8376166296788996e-11,2.418866397006323e-11,2.6368269156679977e-11,9.524060292398008e-12,1.0368041875600703e-10
Sumsquares-30d,random,ModifiedABC,9.032560956832529e-17,1.7944170934373238e-17,1.0028762682317217e-16,5.146763446692296e-17,1.1075724911470076e-16
Sumsquares-30d,cahotic,ModifiedABC,9.841317558727609e-17,1.0011519793137575e-17,1.0068279932847152e-16,7.71175421323389e-17,1.1101087356802535e-16
Sumsquares-30d,random,ABC/best/1,2.9715459100112244e-16,2.126131204941734e-17,2.983512593675424e-16,2.552341271365602e-16,3.3050008525040297e-16
Sumsquares-30d,cahotic,ABC/best/1,2.9542463114704515e-16,2.825809161425318e-17,2.9488452017591963e-16,2.490497743952411e-16,3.294122107642807e-16
Sumsquares-30d,random,ABC/best/2,3.084076127707221e-16,2.3474331541554398e-17,3.1479538584333925e-16,2.578052146410623e-16,3.316518534264903e-16
Sumsquares-30d,cahotic,ABC/best/2,2.9861558975636614e-16,5.230034982602247e-17,3.1258199602193176e-16,1.0799577437943227e-16,3.311972530548067e-16
