Function,Initialization,Mutation,OptValue
Sumsquares-2d,random,ABC/best/1,1.0873936162455396e-09
Sumsquares-2d,random,ABC/best/1,4.428906635342901e-10
Sumsquares-2d,random,ABC/best/1,3.225015636509055e-11
Sumsquares-2d,random,ABC/best/1,3.5470735928379938e-12
Sumsquares-2d,random,ABC/best/1,2.2272534997658563e-11
Sumsquares-2d,random,ABC/best/1,2.8733937500938953e-16
Sumsquares-2d,random,ABC/best/1,3.271887007603382e-11
Sumsquares-2d,cahotic,ABC/best/1,2.683786430827172e-11
Sumsquares-2d,cahotic,ABC/best/1,1.3445306360146652e-10
Sumsquares-2d,cahotic,ABC/best/1,7.981716747202331e-10
Sumsquares-2d,cahotic,ABC/best/1,5.091903129395025e-11
Sumsquares-2d,cahotic,ABC/best/1,1.425800256201363e-10
Sumsquares-2d,cahotic,ABC/best/1,2.0438367660891622e-11
Sumsquares-2d,cahotic,ABC/best/1,2.676830707935121e-12
Sumsquares-2d,cahotic,ABC/best/1,5.8694013835370185e-12
Sumsquares-2d,cahotic,ABC/best/1,1.2633913118935604e-10
Sumsquares-2d,cahotic,ABC/best/1,2.2088213877122463e-10
Sumsquares-2d,cahotic,ABC/best/1,6.4573968162950325e-12
Sumsquares-2d,cahotic,ABC/best/1,2.8754428585923743e-12
Sumsquares-2d,cahotic,ABC/best/1,5.103600359092318e-10
Sumsquares-2d,cahotic,ABC/best/1,2.80563029614249e-12
Sumsquares-2d,cahotic,ABC/best/1,8.721430694016385e-11
Sumsquares-2d,random,ABC/best/2,3.830146454999336e-12
Sumsquares-2d,random,ABC/best/2,4.149934980970204e-11
Sumsquares-2d,random,ABC/best/2,2.4127767359539745e-11
Sumsquares-2d,random,ABC/best/2,5.585046922406862e-10
Sumsquares-2d,random,ABC/best/2,2.8119675732943505e-10
Sumsquares-2d,random,ABC/best/2,2.4614724916884737e-11
Sumsquares-2d,random,ABC/best/2,2.586717262088778e-10
Sumsquares-2d,random,ABC/best/2,7.856312929467216e-10
Sumsquares-2d,random,ABC/best/2,3.620186309087759e-11
Sumsquares-2d,random,ABC/best/2,7.340225082057837e-11
Sumsquares-2d,random,ABC/best/2,2.5743115617350473e-10
Sumsquares-2d,random,ABC/best/2,2.967147664035919e-11
Sumsquares-2d,random,ABC/best/2,1.5208347713364565e-12
Sumsquares-2d,random,ABC/best/2,5.4466399683633356e-12
Sumsquares-2d,random,ABC/best/2,8.645196921778894e-11
Sumsquares-2d,cahotic,ABC/best/2,7.434481195422417e-11
Sumsquares-2d,cahotic,ABC/best/2,1.4861981553114668e-10
Sumsquares-2d,cahotic,ABC/best/2,1.8012969124291812e-10
Sumsquares-2d,cahotic,ABC/best/2,1.0287243970778659e-09
Sumsquares-2d,cahotic,ABC/best/2,5.259459093607541e-10
Sumsquares-2d,cahotic,ABC/best/2,2.6643720735398027e-10
Sumsquares-2d,cahotic,ABC/best/2,2.364899191180093e-11
Sumsquares-2d,cahotic,ABC/best/2,1.3756956610455222e-09
Sumsquares-2d,cahotic,ABC/best/2,4.646674001976753e-11
Sumsquares-2d,cahotic,ABC/best/2,8.29522290685838e-12
Sumsquares-2d,cahotic,ABC/best/2,7.332347358466958e-12
Sumsquares-2d,cahotic,ABC/best/2,1.1137039776799439e-11
Sumsquares-2d,cahotic,ABC/best/2,8.477411226101473e-11
Sumsquares-2d,cahotic,ABC/best/2,2.383338197763058e-10
Sumsquares-2d,cahotic,ABC/best/2,3.544289208145957e-10
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.6406627208147
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.640662720851
Eggholder,random,StandardABC,-959.6406627208509
Eggholder,cahotic,StandardABC,-922.4551950231833
Eggholder,cahotic,StandardABC,-930.998464117624
Eggholder,cahotic,StandardABC,-959.39839362016
Eggholder,cahotic,StandardABC,-957.790594398206
Eggholder,cahotic,StandardABC,-959.5742494351564
Eggholder,cahotic,StandardABC,-703.7153180152419
Eggholder,cahotic,StandardABC,-955.9444822217195
Eggholder,cahotic,StandardABC,-959.6219682766953
Eggholder,cahotic,StandardABC,-941.511228811471
Eggholder,cahotic,StandardABC,-818.8585897703394
Eggholder,cahotic,StandardABC,-957.0231595211801
Eggholder,cahotic,StandardABC,-934.1449545937734
Eggholder,cahotic,StandardABC,-959.6405711705709
Eggholder,cahotic,StandardABC,-958.8191017477186
Eggholder,cahotic,StandardABC,-957.9983055090408
Eggholder,random,ModifiedABC,-959.6402772067872
Eggholder,random,ModifiedABC,-959.6398645756124
Eggholder,random,ModifiedABC,-959.6385356591086
Eggholder,random,ModifiedABC,-959.6280343448822
Eggholder,random,ModifiedABC,-959.6219802790642
Eggholder,random,ModifiedABC,-959.6402164315609
Eggholder,random,ModifiedABC,-959.6406501153049
Eggholder,random,ModifiedABC,-959.5684001078796
Eggholder,random,ModifiedABC,-959.5426718333003
Eggholder,random,ModifiedABC,-959.6400766358095
Eggholder,random,ModifiedABC,-959.640331779895
Eggholder,random,ModifiedABC,-959.6406559588845
Eggholder,random,ModifiedABC,-959.6381731531919
Eggholder,random,ModifiedABC,-959.6234017413326
Eggholder,random,ModifiedABC,-959.5970990064047
Eggholder,cahotic,ModifiedABC,-959.406698288971
Eggholder,cahotic,ModifiedABC,-959.4200780956289
Eggholder,cahotic,ModifiedABC,-959.6280281526736
Eggholder,cahotic,ModifiedABC,-959.5859382124303
Eggholder,cahotic,ModifiedABC,-959.6360635341973
Eggholder,cahotic,ModifiedABC,-954.5795450827545
Eggholder,cahotic,ModifiedABC,-959.6398421727716
Eggholder,cahotic,ModifiedABC,-947.6466834702186
Eggholder,cahotic,ModifiedABC,-958.9361349992898
Eggholder,cahotic,ModifiedABC,-959.5574896199189
Eggholder,cahotic,ModifiedABC,-958.9349484028905
Eggholder,cahotic,ModifiedABC,-959.6276609614538
Eggholder,cahotic,ModifiedABC,-958.6174267430424
Eggholder,cahotic,ModifiedABC,-959.6164440261484
Eggholder,cahotic,ModifiedABC,-958.4937548399182
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.6406627208509
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-894.5789003906
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,random,ABC/best/1,-959.640662720851
Eggholder,cahotic,ABC/best/1,-959.6235431478129
Eggholder,cahotic,ABC/best/1,-959.6344011105155
Eggholder,cahotic,ABC/best/1,-959.6406626806662
Eggholder,cahotic,ABC/best/1,-957.9308331477871
Eggholder,cahotic,ABC/best/1,-959.6406582157399
Eggholder,cahotic,ABC/best/1,-959.2762051553971
Eggholder,cahotic,ABC/best/1,-959.6394357148874
Eggholder,cahotic,ABC/best/1,-959.6275303873451
Eggholder,cahotic,ABC/best/1,-959.6406141351117
Eggholder,cahotic,ABC/best/1,-959.0744603699151
Eggholder,cahotic,ABC/best/1,-954.7681910163358
Eggholder,cahotic,ABC/best/1,-959.6406575444622
Eggholder,cahotic,ABC/best/1,-954.4663668212856
Eggholder,cahotic,ABC/best/1,-894.5787443487224
Eggholder,cahotic,ABC/best/1,-959.5402271870531
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,random,ABC/best/2,-959.640662720851
Eggholder,cahotic,ABC/best/2,-954.0915165770411
Eggholder,cahotic,ABC/best/2,-959.0815180877557
Eggholder,cahotic,ABC/best/2,-955.065656060948
Eggholder,cahotic,ABC/best/2,-959.4467946592392
Eggholder,cahotic,ABC/best/2,-959.6090181787232
Eggholder,cahotic,ABC/best/2,-959.0623635516971
Eggholder,cahotic,ABC/best/2,-957.7068587209917
Eggholder,cahotic,ABC/best/2,-894.0251359060312
Eggholder,cahotic,ABC/best/2,-959.6092106808167
Eggholder,cahotic,ABC/best/2,-893.4623441487847
Eggholder,cahotic,ABC/best/2,-959.2905222813997
Eggholder,cahotic,ABC/best/2,-959.6314747413892
Eggholder,cahotic,ABC/best/2,-959.6398494498409
Eggholder,cahotic,ABC/best/2,-959.4509699879288
Eggholder,cahotic,ABC/best/2,-955.3157308938069
Sphere-10d,random,StandardABC,1.4198621753475439e-15
Sphere-10d,random,StandardABC,1.2300555514414882e-12
Sphere-10d,random,StandardABC,5.9523310728304e-14
Sphere-10d,random,StandardABC,1.0319193355340896e-13
Sphere-10d,random,StandardABC,5.070124513948244e-14
Sphere-10d,random,StandardABC,1.2754431830461535e-12
Sphere-10d,random,StandardABC,5.898114769996781e-13
Sphere-10d,random,StandardABC,2.563404214970044e-12
Sphere-10d,random,StandardABC,1.4693860535855967e-13
Sphere-10d,random,StandardABC,5.842157078470377e-12
Sphere-10d,random,StandardABC,7.242526703260317e-14
Sphere-10d,random,StandardABC,8.257195334253291e-11
Sphere-10d,random,StandardABC,1.298424418117304e-11
Sphere-10d,random,StandardABC,5.170675180813407e-13
Sphere-10d,random,StandardABC,5.682658210179787e-14
Sphere-10d,cahotic,StandardABC,3.001672115772208e-12
Sphere-10d,cahotic,StandardABC,4.2126709683592144e-13
Sphere-10d,cahotic,StandardABC,1.7350047162554667e-13
Sphere-10d,cahotic,StandardABC,1.8622645037817167e-11
Sphere-10d,cahotic,StandardABC,7.53972791777679e-14
Sphere-10d,cahotic,StandardABC,7.235703017315958e-13
Sphere-10d,cahotic,StandardABC,5.7964626033594095e-12
Sphere-10d,cahotic,StandardABC,1.7965085534135015e-12
Sphere-10d,cahotic,StandardABC,3.4011070418601455e-12
Sphere-10d,cahotic,StandardABC,5.921486059673386e-13
Sphere-10d,cahotic,StandardABC,6.140585329655147e-13
Sphere-10d,cahotic,StandardABC,1.4392453336163915e-13
Sphere-10d,cahotic,StandardABC,4.386865240550225e-16
Sphere-10d,cahotic,StandardABC,1.2326841511785183e-13
Sphere-10d,cahotic,StandardABC,8.067513513662024e-17
Sphere-10d,random,ModifiedABC,2.058961789319136e-10
Sphere-10d,random,ModifiedABC,6.350361836736709e-09
Sphere-10d,random,ModifiedABC,1.159774079381165e-11
Sphere-10d,random,ModifiedABC,1.426257889675875e-08
Sphere-10d,random,ModifiedABC,2.2500764448317983e-11
Sphere-10d,random,ModifiedABC,2.2733047445099547e-10
Sphere-10d,random,ModifiedABC,1.3028170642669608e-11
Sphere-10d,random,ModifiedABC,4.685300741426674e-11
Sphere-10d,random,ModifiedABC,6.8135043030459864e-12
Sphere-10d,random,ModifiedABC,3.864290989267851e-09
Sphere-10d,random,ModifiedABC,5.120092509330462e-10
Sphere-10d,random,ModifiedABC,3.161388011888933e-15
Sphere-10d,random,ModifiedABC,5.4965008959565455e-17
Sphere-10d,random,ModifiedABC,2.313040623631712e-08
Sphere-10d,random,ModifiedABC,3.8797192588266196e-13
Sphere-10d,cahotic,ModifiedABC,5.115989303546361e-13
Sphere-10d,cahotic,ModifiedABC,7.884910530441253e-14
Sphere-10d,cahotic,ModifiedABC,7.3100936086887166e-09
Sphere-10d,cahotic,ModifiedABC,4.683906002334654e-12
Sphere-10d,cahotic,ModifiedABC,3.1656571947689505e-13
Sphere-10d,cahotic,ModifiedABC,4.039080155993799e-11
Sphere-10d,cahotic,ModifiedABC,3.991895813965497e-12
Sphere-10d,cahotic,ModifiedABC,2.318002817931789e-12
Sphere-10d,cahotic,ModifiedABC,1.77008761050258e-08
Sphere-10d,cahotic,ModifiedABC,1.660251414431486e-14
Sphere-10d,cahotic,ModifiedABC,1.1035017622185234e-10
Sphere-10d,cahotic,ModifiedABC,3.565759572989501e-14
Sphere-10d,cahotic,ModifiedABC,4.586788777881825e-13
Sphere-10d,cahotic,ModifiedABC,5.648375451833074e-12
Sphere-10d,cahotic,ModifiedABC,3.1740607183210283e-15
Sphere-10d,random,ABC/best/1,2.895273923385212e-08
Sphere-10d,random,ABC/best/1,1.0807879094034163e-08
Sphere-10d,random,ABC/best/1,1.318075459332436e-09
Sphere-10d,random,ABC/best/1,7.164684204442061e-09
Sphere-10d,random,ABC/best/1,4.537176694252055e-08
Sphere-10d,random,ABC/best/1,6.125053092959766e-09
Sphere-10d,random,ABC/best/1,2.3259346291511537e-09
Sphere-10d,random,ABC/best/1,1.2453755347758277e-08
Sphere-10d,random,ABC/best/1,3.559654185612976e-09
Sphere-10d,random,ABC/best/1,1.1428913743640793e-08
Sphere-10d,random,ABC/best/1,3.3708892336434144e-09
Sphere-10d,random,ABC/best/1,2.2829409790185284e-10
Sphere-10d,random,ABC/best/1,7.193733583109965e-09
Sphere-10d,random,ABC/best/1,2.0876798556159346e-08
Sphere-10d,random,ABC/best/1,5.593396128301176e-09
Sphere-10d,cahotic,ABC/best/1,2.0424595930377134e-08
Sphere-10d,cahotic,ABC/best/1,1.6132186639965815e-08
Sphere-10d,cahotic,ABC/best/1,1.0236525919341812e-09
Sphere-10d,cahotic,ABC/best/1,5.919858994759966e-09
Sphere-10d,cahotic,ABC/best/1,2.9936185141430726e-08
Sphere-10d,cahotic,ABC/best/1,1.2660831605169837e-08
Sphere-10d,cahotic,ABC/best/1,1.619036215800633e-08
Sphere-10d,cahotic,ABC/best/1,4.184159146786279e-08
Sphere-10d,cahotic,ABC/best/1,2.8510159708820784e-10
Sphere-10d,cahotic,ABC/best/1,1.9428551447737378e-08
Sphere-10d,cahotic,ABC/best/1,4.744021757311178e-09
Sphere-10d,cahotic,ABC/best/1,1.1778164025770248e-08
Sphere-10d,cahotic,ABC/best/1,2.0833860753440384e-08
Sphere-10d,cahotic,ABC/best/1,2.4177592549002547e-09
Sphere-10d,cahotic,ABC/best/1,1.0801245836476518e-08
Sphere-10d,random,ABC/best/2,1.9687328901166398e-08
Sphere-10d,random,ABC/best/2,1.568088080167552e-09
Sphere-10d,random,ABC/best/2,4.3224082821317004e-08
Sphere-10d,random,ABC/best/2,3.75697843222807e-08
Sphere-10d,random,ABC/best/2,2.1564875643223936e-09
Sphere-10d,random,ABC/best/2,1.1964455366699548e-08
Sphere-10d,random,ABC/best/2,1.6030549641649714e-08
Sphere-10d,random,ABC/best/2,2.6572401337387945e-09
Sphere-10d,random,ABC/best/2,2.382701166951659e-09
Sphere-10d,random,ABC/best/2,2.1593702802118726e-08
Sphere-10d,random,ABC/best/2,1.1091232159642079e-07
Sphere-10d,random,ABC/best/2,4.481954431742914e-09
Sphere-10d,random,ABC/best/2,2.0249895166521892e-08
Sphere-10d,random,ABC/best/2,4.564986371506914e-08
Sphere-10d,random,ABC/best/2,1.2611783054556475e-08
Sphere-10d,cahotic,ABC/best/2,1.2015005702937934e-08
Sphere-10d,cahotic,ABC/best/2,4.4879433557468034e-08
Sphere-10d,cahotic,ABC/best/2,4.930203821438748e-09
Sphere-10d,cahotic,ABC/best/2,3.212325197181763e-08
Sphere-10d,cahotic,ABC/best/2,2.4955798179890646e-09
Sphere-10d,cahotic,ABC/best/2,2.1387148760385334e-09
Sphere-10d,cahotic,ABC/best/2,1.4333328812671946e-08
Sphere-10d,cahotic,ABC/best/2,2.3794751067683358e-08
Sphere-10d,cahotic,ABC/best/2,6.372351877839617e-09
Sphere-10d,cahotic,ABC/best/2,3.953918728457401e-09
Sphere-10d,cahotic,ABC/best/2,1.0936905588933384e-08
Sphere-10d,cahotic,ABC/best/2,4.490560178044596e-08
Sphere-10d,cahotic,ABC/best/2,4.348066132088053e-08
Sphere-10d,cahotic,ABC/best/2,2.1333975041295887e-08
Sphere-10d,cahotic,ABC/best/2,1.01853467275499e-08
Rosenbrock-10d,random,StandardABC,0.0016070979082005
Rosenbrock-10d,random,StandardABC,0.005833441626385943
Rosenbrock-10d,random,StandardABC,0.14271750477683234
Rosenbrock-10d,random,StandardABC,0.004708258178516571
Rosenbrock-10d,random,StandardABC,0.0027211581037567528
Rosenbrock-10d,random,StandardABC,0.004689704232481546
Rosenbrock-10d,random,StandardABC,0.01053382936634056
Rosenbrock-10d,random,StandardABC,0.014962277694832174
Rosenbrock-10d,random,StandardABC,0.011244564946549726
Rosenbrock-10d,random,StandardABC,0.0035237379139739728
Rosenbrock-10d,random,StandardABC,0.08985385667933699
Rosenbrock-10d,random,StandardABC,0.010445826962806638
Rosenbrock-10d,random,StandardABC,0.41704992309874045
Rosenbrock-10d,random,StandardABC,0.01519238342381822
Rosenbrock-10d,random,StandardABC,0.02338596229876134
Rosenbrock-10d,cahotic,StandardABC,0.034715072526659986
Rosenbrock-10d,cahotic,StandardABC,7.257996141901744
Rosenbrock-10d,cahotic,StandardABC,0.3305067515768974
Rosenbrock-10d,cahotic,StandardABC,0.006681651129524492
Rosenbrock-10d,cahotic,StandardABC,0.05046340982154647
Rosenbrock-10d,cahotic,StandardABC,0.006272752282831729
Rosenbrock-10d,cahotic,StandardABC,0.009993279827899484
Rosenbrock-10d,cahotic,StandardABC,0.01526036243980244
Rosenbrock-10d,cahotic,StandardABC,4.768563480881781
Rosenbrock-10d,cahotic,StandardABC,0.09376439068583378
Rosenbrock-10d,cahotic,StandardABC,0.01638229963269476
Rosenbrock-10d,cahotic,StandardABC,0.08515830838986538
Rosenbrock-10d,cahotic,StandardABC,0.008083174904709861
Rosenbrock-10d,cahotic,StandardABC,0.033269349073137645
Rosenbrock-10d,cahotic,StandardABC,9.94023766993814
Rosenbrock-10d,random,ModifiedABC,6.847583040866627
Rosenbrock-10d,random,ModifiedABC,7.316062477938011
Rosenbrock-10d,random,ModifiedABC,7.076904238127927
Rosenbrock-10d,random,ModifiedABC,7.092682562865741
Rosenbrock-10d,random,ModifiedABC,6.629043800588286
Rosenbrock-10d,random,ModifiedABC,6.954466489615322
Rosenbrock-10d,random,ModifiedABC,7.07689228504211
Rosenbrock-10d,random,ModifiedABC,6.7945686102863885
Rosenbrock-10d,random,ModifiedABC,6.944395824925233
Rosenbrock-10d,random,ModifiedABC,7.163356197828097
Rosenbrock-10d,random,ModifiedABC,6.83423652555848
Rosenbrock-10d,random,ModifiedABC,7.130654191811436
Rosenbrock-10d,random,ModifiedABC,7.249246855633127
Rosenbrock-10d,random,ModifiedABC,6.897329573256837
Rosenbrock-10d,random,ModifiedABC,6.959871845679405
Rosenbrock-10d,cahotic,ModifiedABC,7.94569730489968
Rosenbrock-10d,cahotic,ModifiedABC,7.133297115917317
Rosenbrock-10d,cahotic,ModifiedABC,8.168706320873529
Rosenbrock-10d,cahotic,ModifiedABC,8.398169771719134
Rosenbrock-10d,cahotic,ModifiedABC,8.339215779684299
Rosenbrock-10d,cahotic,ModifiedABC,7.526337656807418
Rosenbrock-10d,cahotic,ModifiedABC,8.062534466019642
Rosenbrock-10d,cahotic,ModifiedABC,7.972773615894869
Rosenbrock-10d,cahotic,ModifiedABC,8.066141536215161
Rosenbrock-10d,cahotic,ModifiedABC,7.521764287067231
Rosenbrock-10d,cahotic,ModifiedABC,7.3815975464968915
Rosenbrock-10d,cahotic,ModifiedABC,7.690930392982701
Rosenbrock-10d,cahotic,ModifiedABC,8.214029557674559
Rosenbrock-10d,cahotic,ModifiedABC,8.081080788127165
Rosenbrock-10d,cahotic,ModifiedABC,8.040109240179001
Rosenbrock-10d,random,ABC/best/1,3.201826186528245
Rosenbrock-10d,random,ABC/best/1,5.220780188546346
Rosenbrock-10d,random,ABC/best/1,1.1519642210547791
Rosenbrock-10d,random,ABC/best/1,1.4937064565890905
Rosenbrock-10d,random,ABC/best/1,0.00274496432253854
Rosenbrock-10d,random,ABC/best/1,0.05243482374338483
Rosenbrock-10d,random,ABC/best/1,0.00128558166527686
Rosenbrock-10d,random,ABC/best/1,2.21330383639969
Rosenbrock-10d,random,ABC/best/1,0.09544334522860888
Rosenbrock-10d,random,ABC/best/1,3.032596207057387
Rosenbrock-10d,random,ABC/best/1,0.03206941030722616
Rosenbrock-10d,random,ABC/best/1,0.0009840710372858985
Rosenbrock-10d,random,ABC/best/1,0.013646324214889776
Rosenbrock-10d,random,ABC/best/1,4.115521267125935
Rosenbrock-10d,random,ABC/best/1,1.8817071719209617
Rosenbrock-10d,cahotic,ABC/best/1,2.38702914727818
Rosenbrock-10d,cahotic,ABC/best/1,0.016892100595309982
Rosenbrock-10d,cahotic,ABC/best/1,5.768592471420281
Rosenbrock-10d,cahotic,ABC/best/1,1.7733771737195596
Rosenbrock-10d,cahotic,ABC/best/1,4.2217285677298895
Rosenbrock-10d,cahotic,ABC/best/1,0.04973162924173062
Rosenbrock-10d,cahotic,ABC/best/1,60.46537032465653
Rosenbrock-10d,cahotic,ABC/best/1,5.786306887113772
Rosenbrock-10d,cahotic,ABC/best/1,0.030135959325021406
Rosenbrock-10d,cahotic,ABC/best/1,5.188291262763362
Rosenbrock-10d,cahotic,ABC/best/1,4.559261193330842
Rosenbrock-10d,cahotic,ABC/best/1,3.1153575669225653
Rosenbrock-10d,cahotic,ABC/best/1,0.006541365033195888
Rosenbrock-10d,cahotic,ABC/best/1,4.041580177333569
Rosenbrock-10d,cahotic,ABC/best/1,1107.337524903917
Rosenbrock-10d,random,ABC/best/2,0.01855145341679538
Rosenbrock-10d,random,ABC/best/2,0.0019550805824056316
Rosenbrock-10d,random,ABC/best/2,0.015395416370853402
Rosenbrock-10d,random,ABC/best/2,0.04722784496616063
Rosenbrock-10d,random,ABC/best/2,0.011585723530050118
Rosenbrock-10d,random,ABC/best/2,0.3760466601833675
Rosenbrock-10d,random,ABC/best/2,0.0023531139634868897
Rosenbrock-10d,random,ABC/best/2,0.5036288959107813
Rosenbrock-10d,random,ABC/best/2,1.4807082300186138
Rosenbrock-10d,random,ABC/best/2,0.0787103951147527
Rosenbrock-10d,random,ABC/best/2,0.1057005025724948
Rosenbrock-10d,random,ABC/best/2,0.00997076498826357
Rosenbrock-10d,random,ABC/best/2,0.06147481182671001
Rosenbrock-10d,random,ABC/best/2,0.010410979375171991
Rosenbrock-10d,random,ABC/best/2,0.18403362357701875
Rosenbrock-10d,cahotic,ABC/best/2,2.326337047868795
Rosenbrock-10d,cahotic,ABC/best/2,0.6782397470917128
Rosenbrock-10d,cahotic,ABC/best/2,3.6422967500014156
Rosenbrock-10d,cahotic,ABC/best/2,3.3468188727806965
Rosenbrock-10d,cahotic,ABC/best/2,0.918031499122989
Rosenbrock-10d,cahotic,ABC/best/2,3.1643320779707738
Rosenbrock-10d,cahotic,ABC/best/2,0.33330271741848766
Rosenbrock-10d,cahotic,ABC/best/2,1.4171370563084906
Rosenbrock-10d,cahotic,ABC/best/2,0.3535256359099005
Rosenbrock-10d,cahotic,ABC/best/2,1.4116878472557173
Rosenbrock-10d,cahotic,ABC/best/2,3.560312844826802
Rosenbrock-10d,cahotic,ABC/best/2,1.8627558022385493
Rosenbrock-10d,cahotic,ABC/best/2,2.027047991495092
Rosenbrock-10d,cahotic,ABC/best/2,0.914723204182945
Rosenbrock-10d,cahotic,ABC/best/2,0.00460697159359483
Ackley-10d,random,StandardABC,4.792610752701876e-12
Ackley-10d,random,StandardABC,1.6630536947559449e-09
Ackley-10d,random,StandardABC,1.8967938331115874e-11
Ackley-10d,random,StandardABC,1.1723955140041653e-13
Ackley-10d,random,StandardABC,1.809432603749883e-10
Ackley-10d,random,StandardABC,7.16084969099029e-11
Ackley-10d,random,StandardABC,5.54440049427285e-10
Ackley-10d,random,StandardABC,2.8189717227178335e-10
Ackley-10d,random,StandardABC,7.084111075528199e-12
Ackley-10d,random,StandardABC,5.1251447530376026e-11
Ackley-10d,random,StandardABC,2.0055068716828828e-11
Ackley-10d,random,StandardABC,8.763194614402892e-10
Ackley-10d,random,StandardABC,1.7124079931818414e-12
Ackley-10d,random,StandardABC,8.526512829121202e-14
Ackley-10d,random,StandardABC,3.4729197295746417e-10
Ackley-10d,cahotic,StandardABC,1.4132695014268393e-10
Ackley-10d,cahotic,StandardABC,3.1725733151688473e-12
Ackley-10d,cahotic,StandardABC,1.339728328275669e-10
Ackley-10d,cahotic,StandardABC,3.1423361690485763e-09
Ackley-10d,cahotic,StandardABC,1.4166801065584878e-10
Ackley-10d,cahotic,StandardABC,3.3931968346223584e-11
Ackley-10d,cahotic,StandardABC,3.3715252811816754e-12
Ackley-10d,cahotic,StandardABC,7.038991611807432e-11
Ackley-10d,cahotic,StandardABC,7.888338870998268e-10
Ackley-10d,cahotic,StandardABC,1.645616976020392e-11
Ackley-10d,cahotic,StandardABC,1.340794142379309e-11
Ackley-10d,cahotic,StandardABC,8.449774213659111e-10
Ackley-10d,cahotic,StandardABC,1.112763214905499e-09
Ackley-10d,cahotic,StandardABC,7.953815384098561e-11
Ackley-10d,cahotic,StandardABC,3.859668140648864e-11
Ackley-10d,random,ModifiedABC,3.84395448804753e-09
Ackley-10d,random,ModifiedABC,1.0498844460471446e-08
Ackley-10d,random,ModifiedABC,9.373998466344347e-09
Ackley-10d,random,ModifiedABC,2.3503417878600885e-08
Ackley-10d,random,ModifiedABC,5.072979547549039e-08
Ackley-10d,random,ModifiedABC,1.0558243701552783e-07
Ackley-10d,random,ModifiedABC,1.698366958180486e-08
Ackley-10d,random,ModifiedABC,2.5768684963622945e-09
Ackley-10d,random,ModifiedABC,4.523936070199852e-08
Ackley-10d,random,ModifiedABC,2.2275024491591466e-08
Ackley-10d,random,ModifiedABC,3.225513367510757e-08
Ackley-10d,random,ModifiedABC,7.236209853545006e-09
Ackley-10d,random,ModifiedABC,3.9608785584732686e-08
Ackley-10d,random,ModifiedABC,8.434289000547324e-08
Ackley-10d,random,ModifiedABC,2.6557533061577487e-08
Ackley-10d,cahotic,ModifiedABC,1.6956612114427116e-08
Ackley-10d,cahotic,ModifiedABC,3.866428244236886e-08
Ackley-10d,cahotic,ModifiedABC,6.61005046254104e-08
Ackley-10d,cahotic,ModifiedABC,8.783530347500346e-09
Ackley-10d,cahotic,ModifiedABC,1.807161353895026e-08
Ackley-10d,cahotic,ModifiedABC,8.677880103391544e-08
Ackley-10d,cahotic,ModifiedABC,3.464145947873476e-08
Ackley-10d,cahotic,ModifiedABC,1.1389374776626937e-08
Ackley-10d,cahotic,ModifiedABC,2.766160989153832e-08
Ackley-10d,cahotic,ModifiedABC,6.690729392744288e-08
Ackley-10d,cahotic,ModifiedABC,8.22935675159897e-09
Ackley-10d,cahotic,ModifiedABC,3.0400425288235056e-08
Ackley-10d,cahotic,ModifiedABC,7.659195944142994e-09
Ackley-10d,cahotic,ModifiedABC,1.4749250709655826e-08
Ackley-10d,cahotic,ModifiedABC,1.3188788727802603e-08
Ackley-10d,random,ABC/best/1,1.134345595232844e-08
