Function,Initialization,Mutation,OptValue
Rastrigin-2d,random,ABC/best/2,3.233111556255608e-10
Rastrigin-2d,random,ABC/best/2,9.678871037976933e-10
Rastrigin-2d,random,ABC/best/2,8.623146641184576e-11
Rastrigin-2d,random,ABC/best/2,7.088978293268156e-10
Rastrigin-2d,random,ABC/best/2,9.381295740240603e-11
Rastrigin-2d,random,ABC/best/2,3.0198066269804258e-12
Rastrigin-2d,random,ABC/best/2,6.765077387171914e-10
Rastrigin-2d,random,ABC/best/2,8.952483199209382e-11
Rastrigin-2d,random,ABC/best/2,8.01492205937393e-11
Rastrigin-2d,cahotic,ABC/best/2,1.9516832594490552e-10
Rastrigin-2d,cahotic,ABC/best/2,3.651070556998093e-09
Rastrigin-2d,cahotic,ABC/best/2,4.938272013532696e-12
Rastrigin-2d,cahotic,ABC/best/2,1.3200462944951141e-09
Rastrigin-2d,cahotic,ABC/best/2,2.702904566831421e-11
Rastrigin-2d,cahotic,ABC/best/2,2.0757440211127687e-10
Rastrigin-2d,cahotic,ABC/best/2,7.844391802791506e-12
Rastrigin-2d,cahotic,ABC/best/2,1.3698553402718971e-10
Rastrigin-2d,cahotic,ABC/best/2,1.4550494142895332e-10
Rastrigin-2d,cahotic,ABC/best/2,4.405364961712621e-13
Rastrigin-2d,cahotic,ABC/best/2,1.2768452961609e-09
Rastrigin-2d,cahotic,ABC/best/2,1.3858070246897114e-10
Rastrigin-2d,cahotic,ABC/best/2,4.213518423057394e-11
Rastrigin-2d,cahotic,ABC/best/2,1.8145165370242466e-09
Rastrigin-2d,cahotic,ABC/best/2,2.2969004476180999e-10
Weierstrass-2d,random,StandardABC,0.0
Weierstrass-2d,random,StandardABC,0.0
Weierstrass-2d,random,StandardABC,4.440892098500626e-16
Weierstrass-2d,random,StandardABC,7.549516567451064e-14
Weierstrass-2d,random,StandardABC,0.0
Weierstrass-2d,random,StandardABC,2.3092638912203256e-14
Weierstrass-2d,random,StandardABC,6.155076448521868e-13
Weierstrass-2d,random,StandardABC,3.9035441545820504e-13
Weierstrass-2d,random,StandardABC,3.05089287166993e-12
Weierstrass-2d,random,StandardABC,1.325783927086377e-11
Weierstrass-2d,random,StandardABC,1.7763568394002505e-15
Weierstrass-2d,random,StandardABC,4.440892098500626e-15
Weierstrass-2d,random,StandardABC,2.1049828546892968e-13
Weierstrass-2d,random,StandardABC,8.79296635503124e-14
Weierstrass-2d,random,StandardABC,0.0
Weierstrass-2d,cahotic,StandardABC,9.814371537686384e-14
Weierstrass-2d,cahotic,StandardABC,4.440892098500626e-16
Weierstrass-2d,cahotic,StandardABC,3.0109248427834245e-13
Weierstrass-2d,cahotic,StandardABC,3.064215547965432e-14
Weierstrass-2d,cahotic,StandardABC,1.3766765505351941e-14
Weierstrass-2d,cahotic,StandardABC,3.1086244689504383e-13
Weierstrass-2d,cahotic,StandardABC,0.0
Weierstrass-2d,cahotic,StandardABC,1.7763568394002505e-15
Weierstrass-2d,cahotic,StandardABC,0.0
Weierstrass-2d,cahotic,StandardABC,3.064215547965432e-13
Weierstrass-2d,cahotic,StandardABC,1.3322676295501878e-14
Weierstrass-2d,cahotic,StandardABC,4.440892098500626e-16
Weierstrass-2d,cahotic,StandardABC,1.5232259897857148e-13
Weierstrass-2d,cahotic,StandardABC,8.881784197001252e-15
Weierstrass-2d,cahotic,StandardABC,7.993605777301127e-15
Weierstrass-2d,random,ModifiedABC,2.7404833957689334e-10
Weierstrass-2d,random,ModifiedABC,2.4475754756281276e-10
Weierstrass-2d,random,ModifiedABC,2.0314327997539294e-10
Weierstrass-2d,random,ModifiedABC,1.929301607361822e-09
Weierstrass-2d,random,ModifiedABC,1.198410259917182e-10
Weierstrass-2d,random,ModifiedABC,1.6966161808795732e-10
Weierstrass-2d,random,ModifiedABC,1.7955947839709552e-10
Weierstrass-2d,random,ModifiedABC,1.6115997425458772e-11
Weierstrass-2d,random,ModifiedABC,1.7269172758460627e-09
Weierstrass-2d,random,ModifiedABC,4.580336110393546e-12
Weierstrass-2d,random,ModifiedABC,3.6415315207705135e-14
Weierstrass-2d,random,ModifiedABC,1.1225065321696093e-10
Weierstrass-2d,random,ModifiedABC,9.265033185101856e-12
Weierstrass-2d,random,ModifiedABC,4.4011816413558336e-10
Weierstrass-2d,random,ModifiedABC,5.073039766045895e-10
Weierstrass-2d,cahotic,ModifiedABC,3.7128256025198425e-10
Weierstrass-2d,cahotic,ModifiedABC,1.4128875847063682e-10
Weierstrass-2d,cahotic,ModifiedABC,1.3188254932572363e-09
Weierstrass-2d,cahotic,ModifiedABC,9.80490355573238e-10
Weierstrass-2d,cahotic,ModifiedABC,1.412212569107396e-10
Weierstrass-2d,cahotic,ModifiedABC,2.0784542975604836e-09
Weierstrass-2d,cahotic,ModifiedABC,3.128359793436175e-10
Weierstrass-2d,cahotic,ModifiedABC,8.634644110827594e-10
Weierstrass-2d,cahotic,ModifiedABC,8.328644440780408e-10
Weierstrass-2d,cahotic,ModifiedABC,2.142286348316702e-12
Weierstrass-2d,cahotic,ModifiedABC,3.4132696669075813e-12
Weierstrass-2d,cahotic,ModifiedABC,7.342785934838503e-09
Weierstrass-2d,cahotic,ModifiedABC,2.55298004958604e-10
Weierstrass-2d,cahotic,ModifiedABC,2.0001245104595e-10
Weierstrass-2d,cahotic,ModifiedABC,7.013767344687949e-11
Weierstrass-2d,random,ABC/best/1,4.1324099697703787e-10
Weierstrass-2d,random,ABC/best/1,1.794120407794253e-13
Weierstrass-2d,random,ABC/best/1,5.499929400798464e-10
Weierstrass-2d,random,ABC/best/1,2.052789049855619e-10
Weierstrass-2d,random,ABC/best/1,1.687965323071694e-10
Weierstrass-2d,random,ABC/best/1,1.794093762441662e-10
Weierstrass-2d,random,ABC/best/1,1.2033929408516997e-11
Weierstrass-2d,random,ABC/best/1,7.893241615875013e-12
Weierstrass-2d,random,ABC/best/1,1.3307044355315156e-10
Weierstrass-2d,random,ABC/best/1,2.0483614804334138e-10
Weierstrass-2d,random,ABC/best/1,4.605205106145149e-12
Weierstrass-2d,random,ABC/best/1,2.0214496743165e-10
Weierstrass-2d,random,ABC/best/1,6.852802769685695e-10
Weierstrass-2d,random,ABC/best/1,6.448752642995714e-11
Weierstrass-2d,random,ABC/best/1,2.2488189088676336e-10
Weierstrass-2d,cahotic,ABC/best/1,7.99555088804027e-10
Weierstrass-2d,cahotic,ABC/best/1,2.2854598213939425e-09
Weierstrass-2d,cahotic,ABC/best/1,8.475886659198295e-12
Weierstrass-2d,cahotic,ABC/best/1,5.422942095378858e-10
Weierstrass-2d,cahotic,ABC/best/1,3.8338221486355906e-11
Weierstrass-2d,cahotic,ABC/best/1,9.171419179665463e-11
Weierstrass-2d,cahotic,ABC/best/1,1.659472559367714e-11
Weierstrass-2d,cahotic,ABC/best/1,5.502709399252126e-11
Weierstrass-2d,cahotic,ABC/best/1,1.3842260671026452e-12
Weierstrass-2d,cahotic,ABC/best/1,2.4806823262224498e-12
Weierstrass-2d,cahotic,ABC/best/1,5.329257035668888e-10
Weierstrass-2d,cahotic,ABC/best/1,9.634071318487258e-12
Weierstrass-2d,cahotic,ABC/best/1,2.073269556035484e-09
Weierstrass-2d,cahotic,ABC/best/1,6.602274282840881e-12
Weierstrass-2d,cahotic,ABC/best/1,2.5270452397307963e-11
Weierstrass-2d,random,ABC/best/2,5.666294100592495e-10
Weierstrass-2d,random,ABC/best/2,5.597557972691902e-09
Weierstrass-2d,random,ABC/best/2,6.357847581739406e-11
Weierstrass-2d,random,ABC/best/2,4.985745150065668e-11
Weierstrass-2d,random,ABC/best/2,3.662914416224794e-10
Weierstrass-2d,random,ABC/best/2,4.2138248446121906e-10
Weierstrass-2d,random,ABC/best/2,4.0756642505357377e-10
Weierstrass-2d,random,ABC/best/2,1.79131554034484e-09
Weierstrass-2d,random,ABC/best/2,2.6832953636812817e-09
Weierstrass-2d,random,ABC/best/2,9.909361775584102e-09
Weierstrass-2d,random,ABC/best/2,2.0468426953357266e-10
Weierstrass-2d,random,ABC/best/2,2.327249504219253e-11
Weierstrass-2d,random,ABC/best/2,3.688382932409695e-10
Weierstrass-2d,random,ABC/best/2,5.98523897110681e-10
Weierstrass-2d,random,ABC/best/2,5.795381952111711e-10
Weierstrass-2d,cahotic,ABC/best/2,4.034639289329789e-11
Weierstrass-2d,cahotic,ABC/best/2,3.991296182448423e-11
Weierstrass-2d,cahotic,ABC/best/2,4.3511416691899285e-11
Weierstrass-2d,cahotic,ABC/best/2,4.092015615242417e-10
Weierstrass-2d,cahotic,ABC/best/2,9.135137091220713e-10
Weierstrass-2d,cahotic,ABC/best/2,2.20620854918252e-10
Weierstrass-2d,cahotic,ABC/best/2,8.408385099301086e-11
Weierstrass-2d,cahotic,ABC/best/2,3.922009383927616e-10
Weierstrass-2d,cahotic,ABC/best/2,6.759925952337653e-12
Weierstrass-2d,cahotic,ABC/best/2,7.403242463510651e-10
Weierstrass-2d,cahotic,ABC/best/2,2.12674322597195e-12
Weierstrass-2d,cahotic,ABC/best/2,4.978852885528795e-09
Weierstrass-2d,cahotic,ABC/best/2,1.0232703573365143e-10
Weierstrass-2d,cahotic,ABC/best/2,5.3658411047763366e-11
Weierstrass-2d,cahotic,ABC/best/2,7.905587295908845e-11
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,1.1102230246251565e-16
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,0.0
Griewank-2d,random,StandardABC,0.0
Griewank-2d,cahotic,StandardABC,0.022788071648151886
Griewank-2d,cahotic,StandardABC,0.03239934348758122
Griewank-2d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-2d,cahotic,StandardABC,0.03059885894194181
Griewank-2d,cahotic,StandardABC,0.0009559000559898889
Griewank-2d,cahotic,StandardABC,1.9585406474398326e-07
Griewank-2d,cahotic,StandardABC,1.488962183548992e-06
Griewank-2d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-2d,cahotic,StandardABC,0.015168120826895448
Griewank-2d,cahotic,StandardABC,0.007405246501508866
Griewank-2d,cahotic,StandardABC,1.1606373465904958
Griewank-2d,cahotic,StandardABC,0.007101755860610015
Griewank-2d,cahotic,StandardABC,2.220446049250313e-16
Griewank-2d,cahotic,StandardABC,0.00014081535895982267
Griewank-2d,cahotic,StandardABC,0.0010904227685812895
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,0.0
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,0.0
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,0.0
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,random,ModifiedABC,1.1102230246251565e-16
Griewank-2d,cahotic,ModifiedABC,0.0007344211461627337
Griewank-2d,cahotic,ModifiedABC,0.010350976136425771
Griewank-2d,cahotic,ModifiedABC,1.1691384532237927
Griewank-2d,cahotic,ModifiedABC,0.02873409444065189
Griewank-2d,cahotic,ModifiedABC,0.016004570543779684
Griewank-2d,cahotic,ModifiedABC,0.028773251260657218
Griewank-2d,cahotic,ModifiedABC,0.04157756408505142
Griewank-2d,cahotic,ModifiedABC,0.00318632153050169
Griewank-2d,cahotic,ModifiedABC,0.04720535746564092
Griewank-2d,cahotic,ModifiedABC,0.003294263102227468
Griewank-2d,cahotic,ModifiedABC,0.04231453691944653
Griewank-2d,cahotic,ModifiedABC,0.0062756066663758325
Griewank-2d,cahotic,ModifiedABC,2.6839490074870298e-08
Griewank-2d,cahotic,ModifiedABC,0.002021552408874139
Griewank-2d,cahotic,ModifiedABC,0.04933193511647738
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,0.0
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,0.0
Griewank-2d,random,ABC/best/1,0.0
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,1.1102230246251565e-16
Griewank-2d,random,ABC/best/1,0.0
Griewank-2d,cahotic,ABC/best/1,3.5638159090467525e-14
Griewank-2d,cahotic,ABC/best/1,2.220446049250313e-16
Griewank-2d,cahotic,ABC/best/1,4.85862804156584
Griewank-2d,cahotic,ABC/best/1,0.00013149922280641935
Griewank-2d,cahotic,ABC/best/1,0.0016822635356048554
Griewank-2d,cahotic,ABC/best/1,0.8885031930956665
Griewank-2d,cahotic,ABC/best/1,1.071365218763276e-13
Griewank-2d,cahotic,ABC/best/1,3.934252923443182e-11
Griewank-2d,cahotic,ABC/best/1,2.551127817884691e-07
Griewank-2d,cahotic,ABC/best/1,1.5603707215205986e-10
Griewank-2d,cahotic,ABC/best/1,7.020817260894319e-11
Griewank-2d,cahotic,ABC/best/1,8.608669332943464e-13
Griewank-2d,cahotic,ABC/best/1,1.3405905052721323e-08
Griewank-2d,cahotic,ABC/best/1,2.6146474011445875e-06
Griewank-2d,cahotic,ABC/best/1,2.1575156835651477e-05
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,0.0
Griewank-2d,random,ABC/best/2,0.0
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,0.0
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,0.0
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,random,ABC/best/2,1.1102230246251565e-16
Griewank-2d,cahotic,ABC/best/2,2.5432069783448696e-09
Griewank-2d,cahotic,ABC/best/2,2.0906842590484587e-08
Griewank-2d,cahotic,ABC/best/2,6.214874426202499e-08
Griewank-2d,cahotic,ABC/best/2,4.3777133584832484e-08
Griewank-2d,cahotic,ABC/best/2,0.06200067244773422
Griewank-2d,cahotic,ABC/best/2,1.7674828711733426e-08
Griewank-2d,cahotic,ABC/best/2,2.135571990358187e-07
Griewank-2d,cahotic,ABC/best/2,1.2868955548972494e-06
Griewank-2d,cahotic,ABC/best/2,0.007423126502751565
Griewank-2d,cahotic,ABC/best/2,6.159966588537014e-05
Griewank-2d,cahotic,ABC/best/2,6.6631884898527e-08
Griewank-2d,cahotic,ABC/best/2,3.9072626245584274e-09
Griewank-2d,cahotic,ABC/best/2,6.680036523931676e-09
Griewank-2d,cahotic,ABC/best/2,7.465094520431315e-06
Griewank-2d,cahotic,ABC/best/2,3.6680256676469014e-07
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455192599110887e-05
Schwefel-2d,cahotic,StandardABC,2.5481504849267367e-05
Schwefel-2d,cahotic,StandardABC,0.0002013625220342874
Schwefel-2d,cahotic,StandardABC,2.553598937993229e-05
Schwefel-2d,cahotic,StandardABC,2.5490122197879828e-05
Schwefel-2d,cahotic,StandardABC,0.0004116603668080643
Schwefel-2d,cahotic,StandardABC,0.0005086988494440448
Schwefel-2d,cahotic,StandardABC,2.8171337248750206e-05
Schwefel-2d,cahotic,StandardABC,2.5455138484176132e-05
Schwefel-2d,cahotic,StandardABC,0.00033478338150416675
Schwefel-2d,cahotic,StandardABC,10.56117139870912
Schwefel-2d,cahotic,StandardABC,2.5456681100877177e-05
Schwefel-2d,cahotic,StandardABC,0.000428016815249066
Schwefel-2d,cahotic,StandardABC,0.0002499024236612968
Schwefel-2d,cahotic,StandardABC,0.03488983235797605
Schwefel-2d,random,ModifiedABC,0.0008077101304024836
Schwefel-2d,random,ModifiedABC,0.0037617382822645595
Schwefel-2d,random,ModifiedABC,0.02326356747880709
Schwefel-2d,random,ModifiedABC,0.018409257270377566
Schwefel-2d,random,ModifiedABC,0.029241867642667785
Schwefel-2d,random,ModifiedABC,0.026033906699353793
Schwefel-2d,random,ModifiedABC,0.0024514436463505263
Schwefel-2d,random,ModifiedABC,0.014266403397982685
Schwefel-2d,random,ModifiedABC,0.02974331036807598
Schwefel-2d,random,ModifiedABC,0.021181236342158627
Schwefel-2d,random,ModifiedABC,0.007719398221297524
Schwefel-2d,random,ModifiedABC,0.0068318774344788835
Schwefel-2d,random,ModifiedABC,0.017944743675798236
Schwefel-2d,random,ModifiedABC,0.029726714404660015
Schwefel-2d,random,ModifiedABC,0.016881524908285428
Schwefel-2d,cahotic,ModifiedABC,24.787177802448923
Schwefel-2d,cahotic,ModifiedABC,5.267763103342077
Schwefel-2d,cahotic,ModifiedABC,15.809026233319628
Schwefel-2d,cahotic,ModifiedABC,5.238953934735264
Schwefel-2d,cahotic,ModifiedABC,24.873124249016655
Schwefel-2d,cahotic,ModifiedABC,101.96867588790883
Schwefel-2d,cahotic,ModifiedABC,18.959282741125662
Schwefel-2d,cahotic,ModifiedABC,24.61112603327217
Schwefel-2d,cahotic,ModifiedABC,21.01750834736572
Schwefel-2d,cahotic,ModifiedABC,19.156967800102052
Schwefel-2d,cahotic,ModifiedABC,1.8681877550923218
Schwefel-2d,cahotic,ModifiedABC,10.408148664775126
Schwefel-2d,cahotic,ModifiedABC,38.66567697881305
Schwefel-2d,cahotic,ModifiedABC,4.181148434220404
Schwefel-2d,cahotic,ModifiedABC,1.3834279795089515
Schwefel-2d,random,ABC/best/1,2.545563211242552e-05
Schwefel-2d,random,ABC/best/1,2.545523534536187e-05
Schwefel-2d,random,ABC/best/1,2.5455145191699557e-05
Schwefel-2d,random,ABC/best/1,2.5455187255829514e-05
Schwefel-2d,random,ABC/best/1,2.5455191689616186e-05
Schwefel-2d,random,ABC/best/1,2.545518498209276e-05
Schwefel-2d,random,ABC/best/1,2.5455190325374133e-05
Schwefel-2d,random,ABC/best/1,2.5455137802055106e-05
Schwefel-2d,random,ABC/best/1,2.545516349528043e-05
Schwefel-2d,random,ABC/best/1,2.5455465674895095e-05
Schwefel-2d,random,ABC/best/1,2.5455187369516352e-05
Schwefel-2d,random,ABC/best/1,2.5455240233895893e-05
Schwefel-2d,random,ABC/best/1,2.5455263653384463e-05
Schwefel-2d,random,ABC/best/1,2.5455179184064036e-05
Schwefel-2d,random,ABC/best/1,2.545519350860559e-05
Schwefel-2d,cahotic,ABC/best/1,2.545528570863098e-05
Schwefel-2d,cahotic,ABC/best/1,2.545520351304731e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455135755692027e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455485683778534e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455132913521084e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455133709328948e-05
Schwefel-2d,cahotic,ABC/best/1,2.545516747431975e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455136892560404e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455176910327282e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455137460994592e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455147920183663e-05
Schwefel-2d,cahotic,ABC/best/1,2.545552172250609e-05
Schwefel-2d,cahotic,ABC/best/1,2.545529878261732e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455152695030847e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455139393670834e-05
Schwefel-2d,random,ABC/best/2,2.5455135983065702e-05
Schwefel-2d,random,ABC/best/2,2.5455159175180597e-05
Schwefel-2d,random,ABC/best/2,2.5455137802055106e-05
Schwefel-2d,random,ABC/best/2,118.43836573384658
Schwefel-2d,random,ABC/best/2,2.545514360008383e-05
Schwefel-2d,random,ABC/best/2,2.5455222612436046e-05
Schwefel-2d,random,ABC/best/2,2.5456845833105035e-05
Schwefel-2d,random,ABC/best/2,2.545513757468143e-05
Schwefel-2d,random,ABC/best/2,2.5455134277763136e-05
Schwefel-2d,random,ABC/best/2,2.5455137915741943e-05
Schwefel-2d,random,ABC/best/2,2.5455149398112553e-05
Schwefel-2d,random,ABC/best/2,2.545524193919846e-05
Schwefel-2d,random,ABC/best/2,2.5455160766796325e-05
Schwefel-2d,random,ABC/best/2,2.545550830745924e-05
Schwefel-2d,random,ABC/best/2,2.545631969042006e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455149170738878e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455321292611188e-05
Schwefel-2d,cahotic,ABC/best/2,2.545514053053921e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455173840782663e-05
Schwefel-2d,cahotic,ABC/best/2,2.545515849305957e-05
Schwefel-2d,cahotic,ABC/best/2,2.54556471190881e-05
Schwefel-2d,cahotic,ABC/best/2,2.545514962548623e-05
Schwefel-2d,cahotic,ABC/best/2,2.54551471243758e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455281615904823e-05
Schwefel-2d,cahotic,ABC/best/2,2.545513552831835e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455133254581597e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455168838561804e-05
Schwefel-2d,cahotic,ABC/best/2,2.545571294376714e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455545937802526e-05
Schwefel-2d,cahotic,ABC/best/2,2.545522988839366e-05
Sumsquares-2d,random,StandardABC,1.1584844619169582e-13
Sumsquares-2d,random,StandardABC,3.861929968332441e-17
Sumsquares-2d,random,StandardABC,9.44289887158646e-16
Sumsquares-2d,random,StandardABC,2.6398076128832628e-15
Sumsquares-2d,random,StandardABC,1.5939778845713576e-13
Sumsquares-2d,random,StandardABC,3.2670534876879724e-15
Sumsquares-2d,random,StandardABC,1.1426388477689235e-13
Sumsquares-2d,random,StandardABC,2.06908333404664e-14
Sumsquares-2d,random,StandardABC,1.2364042710606731e-15
Sumsquares-2d,random,StandardABC,4.972890352292132e-16
Sumsquares-2d,random,StandardABC,2.2291426827429767e-14
Sumsquares-2d,random,StandardABC,5.195610121405674e-18
Sumsquares-2d,random,StandardABC,5.1125695677266046e-14
Sumsquares-2d,random,StandardABC,8.145457957938679e-15
Sumsquares-2d,random,StandardABC,5.913681512413395e-14
Sumsquares-2d,cahotic,StandardABC,6.761435607914085e-17
Sumsquares-2d,cahotic,StandardABC,5.57428347157104e-17
Sumsquares-2d,cahotic,StandardABC,4.4400048443440137e-14
Sumsquares-2d,cahotic,StandardABC,1.7969990777322907e-15
Sumsquares-2d,cahotic,StandardABC,2.651941743605842e-14
Sumsquares-2d,cahotic,StandardABC,1.940168315145862e-14
Sumsquares-2d,cahotic,StandardABC,5.890850013517875e-15
Sumsquares-2d,cahotic,StandardABC,7.634437488843777e-17
Sumsquares-2d,cahotic,StandardABC,2.4651820036966093e-14
Sumsquares-2d,cahotic,StandardABC,1.827053093288931e-14
Sumsquares-2d,cahotic,StandardABC,2.318310410541415e-16
Sumsquares-2d,cahotic,StandardABC,2.8274110157329028e-14
Sumsquares-2d,cahotic,StandardABC,4.706571654204419e-17
Sumsquares-2d,cahotic,StandardABC,2.8030199062533727e-14
Sumsquares-2d,cahotic,StandardABC,1.9887288691851143e-15
Sumsquares-2d,random,ModifiedABC,4.5371665456135914e-13
Sumsquares-2d,random,ModifiedABC,1.605292896250039e-09
Sumsquares-2d,random,ModifiedABC,1.2258118724802222e-10
Sumsquares-2d,random,ModifiedABC,1.6897654071049858e-10
Sumsquares-2d,random,ModifiedABC,2.6942162108332155e-11
Sumsquares-2d,random,ModifiedABC,4.260411597181574e-11
Sumsquares-2d,random,ModifiedABC,8.026769121156096e-11
Sumsquares-2d,random,ModifiedABC,6.1965744371857165e-12
Sumsquares-2d,random,ModifiedABC,1.0453679840935218e-11
Sumsquares-2d,random,ModifiedABC,5.579578633554156e-11
Sumsquares-2d,random,ModifiedABC,3.65058613514556e-11
Sumsquares-2d,random,ModifiedABC,5.828170964596249e-10
Sumsquares-2d,random,ModifiedABC,1.2297447847664576e-11
Sumsquares-2d,random,ModifiedABC,8.866510316577382e-12
Sumsquares-2d,random,ModifiedABC,8.979711528045907e-11
Sumsquares-2d,cahotic,ModifiedABC,1.3508941558720728e-11
Sumsquares-2d,cahotic,ModifiedABC,1.055607266784623e-09
Sumsquares-2d,cahotic,ModifiedABC,4.655558758065229e-11
Sumsquares-2d,cahotic,ModifiedABC,3.604751559251082e-10
Sumsquares-2d,cahotic,ModifiedABC,2.339049041105432e-12
Sumsquares-2d,cahotic,ModifiedABC,2.908115063615915e-11
Sumsquares-2d,cahotic,ModifiedABC,5.125043592309225e-10
Sumsquares-2d,cahotic,ModifiedABC,4.048751684929496e-11
Sumsquares-2d,cahotic,ModifiedABC,1.7573835558063146e-10
Sumsquares-2d,cahotic,ModifiedABC,2.710429931518797e-12
Sumsquares-2d,cahotic,ModifiedABC,8.995902937940787e-10
Sumsquares-2d,cahotic,ModifiedABC,3.686018333344164e-11
Sumsquares-2d,cahotic,ModifiedABC,3.949701305030451e-12
Sumsquares-2d,cahotic,ModifiedABC,6.98376504732637e-13
Sumsquares-2d,cahotic,ModifiedABC,5.5660805524433986e-12
Sumsquares-2d,random,ABC/best/1,1.42373182556999e-12
Sumsquares-2d,random,ABC/best/1,3.068142195122435e-12
Sumsquares-2d,random,ABC/best/1,1.8325697952613256e-10
Sumsquares-2d,random,ABC/best/1,8.223333746199237e-11
Sumsquares-2d,random,ABC/best/1,1.4335596783333565e-12
Sumsquares-2d,random,ABC/best/1,1.945064312059889e-11
Sumsquares-2d,random,ABC/best/1,7.545616214517311e-10
Sumsquares-2d,random,ABC/best/1,1.9235248357394858e-10
