Function,Initialization,Mutation,OptValue
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,cahotic,StandardABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,ModifiedABC,2.5455132345086895e-05
Schwefel-2d,random,ABC/best/1,2.5455472155044845e-05
Schwefel-2d,random,ABC/best/1,2.5455151217101957e-05
Schwefel-2d,random,ABC/best/1,2.545513962104451e-05
Schwefel-2d,random,ABC/best/1,2.5455185323153273e-05
Schwefel-2d,random,ABC/best/1,2.545519794239226e-05
Schwefel-2d,random,ABC/best/1,2.5455224658799125e-05
Schwefel-2d,random,ABC/best/1,2.5455152353970334e-05
Schwefel-2d,random,ABC/best/1,2.545522534092015e-05
Schwefel-2d,random,ABC/best/1,2.5455132458773733e-05
Schwefel-2d,random,ABC/best/1,2.545514007579186e-05
Schwefel-2d,random,ABC/best/1,2.5455164859522483e-05
Schwefel-2d,random,ABC/best/1,2.5455155196141277e-05
Schwefel-2d,random,ABC/best/1,2.5455132799834246e-05
Schwefel-2d,random,ABC/best/1,2.5455135300944676e-05
Schwefel-2d,random,ABC/best/1,2.5455135869378864e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455141440033913e-05
Schwefel-2d,cahotic,ABC/best/1,2.5456124944867042e-05
Schwefel-2d,cahotic,ABC/best/1,2.545513302720792e-05
Schwefel-2d,cahotic,ABC/best/1,2.545513859786297e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455171680732747e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455217610215186e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455324475842644e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455138256802456e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455186232647975e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455139393670834e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455180320932413e-05
Schwefel-2d,cahotic,ABC/best/1,2.5456376306465245e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455310606048442e-05
Schwefel-2d,cahotic,ABC/best/1,2.5456580488025793e-05
Schwefel-2d,cahotic,ABC/best/1,2.5455153149778198e-05
Schwefel-2d,random,ABC/best/2,2.5455213062741677e-05
Schwefel-2d,random,ABC/best/2,2.5455148715991527e-05
Schwefel-2d,random,ABC/best/2,2.5455814011365874e-05
Schwefel-2d,random,ABC/best/2,2.5456992943873047e-05
Schwefel-2d,random,ABC/best/2,2.5455221589254506e-05
Schwefel-2d,random,ABC/best/2,2.545514450957853e-05
Schwefel-2d,random,ABC/best/2,2.545525376262958e-05
Schwefel-2d,random,ABC/best/2,2.5455151899222983e-05
Schwefel-2d,random,ABC/best/2,2.545515258134401e-05
Schwefel-2d,random,ABC/best/2,2.545542656662292e-05
Schwefel-2d,random,ABC/best/2,2.545514598750742e-05
Schwefel-2d,random,ABC/best/2,2.545581514823425e-05
Schwefel-2d,random,ABC/best/2,2.545518145780079e-05
Schwefel-2d,random,ABC/best/2,2.5455407808294694e-05
Schwefel-2d,random,ABC/best/2,2.5456048888372607e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455541504015855e-05
Schwefel-2d,cahotic,ABC/best/2,2.545513302720792e-05
Schwefel-2d,cahotic,ABC/best/2,2.545548682064691e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455139962105022e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455133254581597e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455375862293295e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455156219322816e-05
Schwefel-2d,cahotic,ABC/best/2,2.545536062825704e-05
Schwefel-2d,cahotic,ABC/best/2,2.5456080265939818e-05
Schwefel-2d,cahotic,ABC/best/2,2.545691995692323e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455177365074633e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455141894781264e-05
Schwefel-2d,cahotic,ABC/best/2,2.5456285015934554e-05
Schwefel-2d,cahotic,ABC/best/2,2.545513552831835e-05
Schwefel-2d,cahotic,ABC/best/2,2.5455193735979265e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,random,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Schwefel-2d,cahotic,DirectedABC,2.5455132345086895e-05
Sumsquares-2d,random,StandardABC,2.2721292504458818e-13
Sumsquares-2d,random,StandardABC,4.96102967923919e-13
Sumsquares-2d,random,StandardABC,1.6410436129638734e-16
Sumsquares-2d,random,StandardABC,1.1808857655586414e-15
Sumsquares-2d,random,StandardABC,5.957142622377335e-16
Sumsquares-2d,random,StandardABC,1.9481508202824598e-14
Sumsquares-2d,random,StandardABC,1.0718531742336262e-12
Sumsquares-2d,random,StandardABC,1.155153442826356e-14
Sumsquares-2d,random,StandardABC,4.94272943741812e-15
Sumsquares-2d,random,StandardABC,1.0218427846271644e-13
Sumsquares-2d,random,StandardABC,9.159506780543435e-15
Sumsquares-2d,random,StandardABC,6.178756483813747e-14
Sumsquares-2d,random,StandardABC,2.2338836894069935e-16
Sumsquares-2d,random,StandardABC,5.03039818980869e-12
Sumsquares-2d,random,StandardABC,6.912246534418949e-17
Sumsquares-2d,cahotic,StandardABC,2.9306005965113734e-14
Sumsquares-2d,cahotic,StandardABC,9.310366143030983e-17
Sumsquares-2d,cahotic,StandardABC,5.485915181329232e-16
Sumsquares-2d,cahotic,StandardABC,3.3176459757169964e-17
Sumsquares-2d,cahotic,StandardABC,9.00583384669981e-16
Sumsquares-2d,cahotic,StandardABC,3.0046173617296284e-15
Sumsquares-2d,cahotic,StandardABC,4.006978650174485e-18
Sumsquares-2d,cahotic,StandardABC,3.173629900266088e-14
Sumsquares-2d,cahotic,StandardABC,3.3469285953006905e-16
Sumsquares-2d,cahotic,StandardABC,1.0015463953464586e-14
Sumsquares-2d,cahotic,StandardABC,6.165725867281642e-17
Sumsquares-2d,cahotic,StandardABC,4.4684364292769136e-14
Sumsquares-2d,cahotic,StandardABC,6.1477273737851604e-15
Sumsquares-2d,cahotic,StandardABC,8.529641505386832e-17
Sumsquares-2d,cahotic,StandardABC,4.0778559313511885e-13
Sumsquares-2d,random,ModifiedABC,1.7386069450346233e-12
Sumsquares-2d,random,ModifiedABC,1.4193584411233823e-11
Sumsquares-2d,random,ModifiedABC,4.358130347013973e-12
Sumsquares-2d,random,ModifiedABC,4.290577718696152e-12
Sumsquares-2d,random,ModifiedABC,1.3726268621999555e-15
Sumsquares-2d,random,ModifiedABC,1.6094353902463786e-11
Sumsquares-2d,random,ModifiedABC,6.193563772275635e-13
Sumsquares-2d,random,ModifiedABC,7.848833108419586e-15
Sumsquares-2d,random,ModifiedABC,4.189427245616376e-13
Sumsquares-2d,random,ModifiedABC,2.1633268412088997e-14
Sumsquares-2d,random,ModifiedABC,1.4366402905745609e-12
Sumsquares-2d,random,ModifiedABC,1.4417736631216766e-11
Sumsquares-2d,random,ModifiedABC,2.3280937985638136e-11
Sumsquares-2d,random,ModifiedABC,5.150079034070861e-11
Sumsquares-2d,random,ModifiedABC,5.4107798146242065e-14
Sumsquares-2d,cahotic,ModifiedABC,4.012224911776138e-13
Sumsquares-2d,cahotic,ModifiedABC,9.511857935140997e-11
Sumsquares-2d,cahotic,ModifiedABC,1.787703007194446e-11
Sumsquares-2d,cahotic,ModifiedABC,3.2127439264857815e-11
Sumsquares-2d,cahotic,ModifiedABC,5.869694093027576e-11
Sumsquares-2d,cahotic,ModifiedABC,4.442743150471797e-12
Sumsquares-2d,cahotic,ModifiedABC,3.77633645019579e-11
Sumsquares-2d,cahotic,ModifiedABC,4.4393337856170637e-13
Sumsquares-2d,cahotic,ModifiedABC,1.2001530847478978e-10
Sumsquares-2d,cahotic,ModifiedABC,2.945108362044292e-12
Sumsquares-2d,cahotic,ModifiedABC,1.5166465937693596e-11
Sumsquares-2d,cahotic,ModifiedABC,2.185609773059888e-11
Sumsquares-2d,cahotic,ModifiedABC,1.9736184334995229e-13
Sumsquares-2d,cahotic,ModifiedABC,1.3621580087251033e-12
Sumsquares-2d,cahotic,ModifiedABC,1.7335506941894953e-11
Sumsquares-2d,random,ABC/best/1,3.3420315311794694e-11
Sumsquares-2d,random,ABC/best/1,1.3156014393493293e-11
Sumsquares-2d,random,ABC/best/1,4.3259298347330926e-10
Sumsquares-2d,random,ABC/best/1,1.3213330242305343e-10
Sumsquares-2d,random,ABC/best/1,1.138786771662468e-12
Sumsquares-2d,random,ABC/best/1,5.978185071813631e-13
Sumsquares-2d,random,ABC/best/1,2.877566704332074e-10
Sumsquares-2d,random,ABC/best/1,9.871457668249925e-11
Sumsquares-2d,random,ABC/best/1,2.2625446180803414e-11
Sumsquares-2d,random,ABC/best/1,6.232006302954016e-12
Sumsquares-2d,random,ABC/best/1,1.7315617575688894e-09
Sumsquares-2d,random,ABC/best/1,4.13546287464851e-13
Sumsquares-2d,random,ABC/best/1,8.381514445856816e-11
Sumsquares-2d,random,ABC/best/1,2.4432412889053232e-12
Sumsquares-2d,random,ABC/best/1,1.6855980489553426e-11
Sumsquares-2d,cahotic,ABC/best/1,3.948362597657052e-11
Sumsquares-2d,cahotic,ABC/best/1,3.5367573685311904e-11
Sumsquares-2d,cahotic,ABC/best/1,3.0796694727958493e-10
Sumsquares-2d,cahotic,ABC/best/1,6.320423197720702e-11
Sumsquares-2d,cahotic,ABC/best/1,6.945778375719106e-10
Sumsquares-2d,cahotic,ABC/best/1,3.782821556259253e-10
Sumsquares-2d,cahotic,ABC/best/1,9.81131314740958e-13
Sumsquares-2d,cahotic,ABC/best/1,8.22290764229216e-11
Sumsquares-2d,cahotic,ABC/best/1,1.2565557052531203e-10
Sumsquares-2d,cahotic,ABC/best/1,1.0264239338383762e-12
Sumsquares-2d,cahotic,ABC/best/1,8.459376476790501e-11
Sumsquares-2d,cahotic,ABC/best/1,8.78601040400212e-14
Sumsquares-2d,cahotic,ABC/best/1,1.3232293372829897e-11
Sumsquares-2d,cahotic,ABC/best/1,1.3678098305965475e-09
Sumsquares-2d,cahotic,ABC/best/1,1.4070177712315254e-10
Sumsquares-2d,random,ABC/best/2,1.1130343390168885e-11
Sumsquares-2d,random,ABC/best/2,1.3011101072554264e-10
Sumsquares-2d,random,ABC/best/2,1.3283799286878313e-10
Sumsquares-2d,random,ABC/best/2,3.4483390005701303e-09
Sumsquares-2d,random,ABC/best/2,2.6486438486959435e-10
Sumsquares-2d,random,ABC/best/2,2.435512537864832e-10
Sumsquares-2d,random,ABC/best/2,8.963810893232097e-11
Sumsquares-2d,random,ABC/best/2,1.9115145217136597e-10
Sumsquares-2d,random,ABC/best/2,2.284542448940059e-10
Sumsquares-2d,random,ABC/best/2,1.9382990493148886e-11
Sumsquares-2d,random,ABC/best/2,6.535184564221419e-12
Sumsquares-2d,random,ABC/best/2,1.2545880751014983e-10
Sumsquares-2d,random,ABC/best/2,5.1513127770333634e-11
Sumsquares-2d,random,ABC/best/2,4.930460568450124e-10
Sumsquares-2d,random,ABC/best/2,1.0823093167478518e-10
Sumsquares-2d,cahotic,ABC/best/2,1.842287846781869e-13
Sumsquares-2d,cahotic,ABC/best/2,5.759772050452213e-10
Sumsquares-2d,cahotic,ABC/best/2,1.2432761987442078e-09
Sumsquares-2d,cahotic,ABC/best/2,4.926530778442455e-10
Sumsquares-2d,cahotic,ABC/best/2,6.233701452505956e-10
Sumsquares-2d,cahotic,ABC/best/2,6.01995885502276e-12
Sumsquares-2d,cahotic,ABC/best/2,3.800885351626234e-09
Sumsquares-2d,cahotic,ABC/best/2,6.455636970138517e-10
Sumsquares-2d,cahotic,ABC/best/2,1.245229411250487e-10
Sumsquares-2d,cahotic,ABC/best/2,7.787580095610313e-11
Sumsquares-2d,cahotic,ABC/best/2,2.7073293534785072e-11
Sumsquares-2d,cahotic,ABC/best/2,1.221764557329882e-10
Sumsquares-2d,cahotic,ABC/best/2,4.2008282416246114e-11
Sumsquares-2d,cahotic,ABC/best/2,8.070665625278706e-14
Sumsquares-2d,cahotic,ABC/best/2,1.2004260061984863e-12
Sumsquares-2d,random,DirectedABC,2.097089677246779e-16
Sumsquares-2d,random,DirectedABC,8.908502025721031e-14
Sumsquares-2d,random,DirectedABC,3.2321252452963345e-13
Sumsquares-2d,random,DirectedABC,9.863199007166733e-14
Sumsquares-2d,random,DirectedABC,1.3498844538420329e-14
Sumsquares-2d,random,DirectedABC,1.0686060496171898e-13
Sumsquares-2d,random,DirectedABC,1.1230110080392038e-13
Sumsquares-2d,random,DirectedABC,1.0947566423220659e-12
Sumsquares-2d,random,DirectedABC,1.6017537812869534e-13
Sumsquares-2d,random,DirectedABC,3.256913565839781e-13
Sumsquares-2d,random,DirectedABC,1.943560648794338e-12
Sumsquares-2d,random,DirectedABC,3.5504298875341135e-13
Sumsquares-2d,random,DirectedABC,1.33908555765859e-14
Sumsquares-2d,random,DirectedABC,8.202533719944929e-15
Sumsquares-2d,random,DirectedABC,3.7793404155585287e-11
Sumsquares-2d,cahotic,DirectedABC,2.1661246692032683e-13
Sumsquares-2d,cahotic,DirectedABC,6.766552798121951e-17
Sumsquares-2d,cahotic,DirectedABC,6.010832630953175e-14
Sumsquares-2d,cahotic,DirectedABC,5.557489546711865e-12
Sumsquares-2d,cahotic,DirectedABC,1.0175035293054955e-13
Sumsquares-2d,cahotic,DirectedABC,1.771949729157889e-13
Sumsquares-2d,cahotic,DirectedABC,7.827301629978162e-17
Sumsquares-2d,cahotic,DirectedABC,1.4486711298012022e-16
Sumsquares-2d,cahotic,DirectedABC,1.8626516999848985e-11
Sumsquares-2d,cahotic,DirectedABC,7.381011044310654e-13
Sumsquares-2d,cahotic,DirectedABC,9.686431717148227e-12
Sumsquares-2d,cahotic,DirectedABC,3.3604425212807443e-12
Sumsquares-2d,cahotic,DirectedABC,1.0793592068999563e-15
Sumsquares-2d,cahotic,DirectedABC,1.5325928960888315e-11
Sumsquares-2d,cahotic,DirectedABC,8.413119685748656e-15
Sphere-10d,random,StandardABC,4.6845484069486145e-15
Sphere-10d,random,StandardABC,1.8156171171070457e-13
Sphere-10d,random,StandardABC,1.7039293542733593e-13
Sphere-10d,random,StandardABC,6.711581719725912e-12
Sphere-10d,random,StandardABC,1.057276495908859e-15
Sphere-10d,random,StandardABC,3.226477469497247e-11
Sphere-10d,random,StandardABC,1.7519610402923272e-11
Sphere-10d,random,StandardABC,5.48091903044232e-13
Sphere-10d,random,StandardABC,3.0901406322848897e-13
Sphere-10d,random,StandardABC,1.0420560476341599e-14
Sphere-10d,random,StandardABC,5.099401145667076e-14
Sphere-10d,random,StandardABC,7.161012248306816e-14
Sphere-10d,random,StandardABC,4.6220514985789806e-12
Sphere-10d,random,StandardABC,5.787404215021953e-15
Sphere-10d,random,StandardABC,1.5204584270323083e-11
Sphere-10d,cahotic,StandardABC,1.3491913429271551e-11
Sphere-10d,cahotic,StandardABC,9.538391591111261e-15
Sphere-10d,cahotic,StandardABC,1.752206394326603e-13
Sphere-10d,cahotic,StandardABC,1.3737659509165193e-14
Sphere-10d,cahotic,StandardABC,1.3413439864681665e-13
Sphere-10d,cahotic,StandardABC,1.810317671440653e-12
Sphere-10d,cahotic,StandardABC,3.7624708815609425e-13
Sphere-10d,cahotic,StandardABC,4.491901880830304e-12
Sphere-10d,cahotic,StandardABC,6.945270208917698e-12
Sphere-10d,cahotic,StandardABC,7.500628362612549e-13
Sphere-10d,cahotic,StandardABC,2.7368465225626067e-14
Sphere-10d,cahotic,StandardABC,3.379603431350481e-12
Sphere-10d,cahotic,StandardABC,1.5682051725342906e-12
Sphere-10d,cahotic,StandardABC,6.367320746398364e-12
Sphere-10d,cahotic,StandardABC,2.1799428574364916e-12
Sphere-10d,random,ModifiedABC,2.2058187543644586e-07
Sphere-10d,random,ModifiedABC,2.6783770003729197e-07
Sphere-10d,random,ModifiedABC,3.666228105413964e-07
Sphere-10d,random,ModifiedABC,3.052442878368449e-07
Sphere-10d,random,ModifiedABC,3.401236654847612e-07
Sphere-10d,random,ModifiedABC,2.6911051929013704e-07
Sphere-10d,random,ModifiedABC,2.2662309313035599e-07
Sphere-10d,random,ModifiedABC,3.059411996179609e-07
Sphere-10d,random,ModifiedABC,2.3356010659597783e-07
Sphere-10d,random,ModifiedABC,2.4214991678976557e-07
Sphere-10d,random,ModifiedABC,3.9470623816113825e-07
Sphere-10d,random,ModifiedABC,3.490134710695763e-07
Sphere-10d,random,ModifiedABC,2.444294465267763e-07
Sphere-10d,random,ModifiedABC,3.5370039076877323e-07
Sphere-10d,random,ModifiedABC,1.5466445025841777e-07
Sphere-10d,cahotic,ModifiedABC,2.3350484248434494e-07
Sphere-10d,cahotic,ModifiedABC,1.5340632527083125e-07
Sphere-10d,cahotic,ModifiedABC,2.0574356400265206e-07
Sphere-10d,cahotic,ModifiedABC,3.098484243397321e-07
Sphere-10d,cahotic,ModifiedABC,3.256845280468043e-07
Sphere-10d,cahotic,ModifiedABC,4.2429912336045837e-07
Sphere-10d,cahotic,ModifiedABC,2.145040230161376e-07
Sphere-10d,cahotic,ModifiedABC,1.613464629348229e-07
Sphere-10d,cahotic,ModifiedABC,2.3064151509102089e-07
Sphere-10d,cahotic,ModifiedABC,9.68429704281214e-08
Sphere-10d,cahotic,ModifiedABC,1.069918190442906e-07
Sphere-10d,cahotic,ModifiedABC,2.1457288489645158e-07
Sphere-10d,cahotic,ModifiedABC,1.3011608687763563e-07
Sphere-10d,cahotic,ModifiedABC,1.7695380821395753e-07
Sphere-10d,cahotic,ModifiedABC,1.549670598655291e-07
Sphere-10d,random,ABC/best/1,6.288859266688566e-09
Sphere-10d,random,ABC/best/1,1.2421364553104304e-09
Sphere-10d,random,ABC/best/1,6.464057698900845e-10
Sphere-10d,random,ABC/best/1,3.324235441509706e-09
Sphere-10d,random,ABC/best/1,1.6264940880174355e-09
Sphere-10d,random,ABC/best/1,6.60169467409604e-09
Sphere-10d,random,ABC/best/1,2.0988852897126508e-08
Sphere-10d,random,ABC/best/1,1.205911656540001e-08
Sphere-10d,random,ABC/best/1,1.0317716598210676e-09
Sphere-10d,random,ABC/best/1,1.4555513258688813e-09
Sphere-10d,random,ABC/best/1,6.528522542963589e-10
Sphere-10d,random,ABC/best/1,5.459968251494876e-09
Sphere-10d,random,ABC/best/1,4.2907784954942907e-08
Sphere-10d,random,ABC/best/1,1.7829610537898727e-08
Sphere-10d,random,ABC/best/1,1.6012922523165894e-08
Sphere-10d,cahotic,ABC/best/1,3.3534266308027574e-08
Sphere-10d,cahotic,ABC/best/1,4.927525329491504e-10
Sphere-10d,cahotic,ABC/best/1,3.794361448269853e-08
Sphere-10d,cahotic,ABC/best/1,2.0365202943015325e-09
Sphere-10d,cahotic,ABC/best/1,8.708350335882923e-09
Sphere-10d,cahotic,ABC/best/1,3.503521407081639e-08
Sphere-10d,cahotic,ABC/best/1,3.9539415920154487e-08
Sphere-10d,cahotic,ABC/best/1,1.287105916132238e-09
Sphere-10d,cahotic,ABC/best/1,1.254131048720728e-09
Sphere-10d,cahotic,ABC/best/1,7.00073141960648e-09
Sphere-10d,cahotic,ABC/best/1,6.511463780927118e-10
Sphere-10d,cahotic,ABC/best/1,6.827517853928316e-10
Sphere-10d,cahotic,ABC/best/1,1.2145350901946818e-09
Sphere-10d,cahotic,ABC/best/1,2.4264736789359074e-08
Sphere-10d,cahotic,ABC/best/1,2.267349161271195e-08
Sphere-10d,random,ABC/best/2,8.318668062548557e-09
Sphere-10d,random,ABC/best/2,1.9497189227182283e-09
Sphere-10d,random,ABC/best/2,6.925182255969219e-09
Sphere-10d,random,ABC/best/2,2.0273415751757403e-08
Sphere-10d,random,ABC/best/2,1.9544289838555172e-09
Sphere-10d,random,ABC/best/2,3.179904615779729e-08
Sphere-10d,random,ABC/best/2,3.553771665346769e-09
Sphere-10d,random,ABC/best/2,2.8946723834321493e-08
Sphere-10d,random,ABC/best/2,6.197119054251274e-08
Sphere-10d,random,ABC/best/2,3.210590215700938e-08
Sphere-10d,random,ABC/best/2,7.334442768553214e-08
Sphere-10d,random,ABC/best/2,2.682723004379763e-08
Sphere-10d,random,ABC/best/2,9.885869497073918e-09
Sphere-10d,random,ABC/best/2,8.242357568084035e-09
Sphere-10d,random,ABC/best/2,1.9938318866654177e-09
Sphere-10d,cahotic,ABC/best/2,8.312967854931132e-09
Sphere-10d,cahotic,ABC/best/2,1.514738386905592e-08
Sphere-10d,cahotic,ABC/best/2,1.865777969782337e-11
Sphere-10d,cahotic,ABC/best/2,2.6166187094151335e-09
Sphere-10d,cahotic,ABC/best/2,4.783755989437166e-10
Sphere-10d,cahotic,ABC/best/2,3.711716885488676e-08
Sphere-10d,cahotic,ABC/best/2,6.192625792567636e-08
Sphere-10d,cahotic,ABC/best/2,1.242257495302514e-08
Sphere-10d,cahotic,ABC/best/2,1.5203374162866576e-08
Sphere-10d,cahotic,ABC/best/2,8.815115933290275e-09
Sphere-10d,cahotic,ABC/best/2,2.489625771511599e-08
Sphere-10d,cahotic,ABC/best/2,6.32192064852747e-09
Sphere-10d,cahotic,ABC/best/2,6.256555020123235e-08
Sphere-10d,cahotic,ABC/best/2,5.9957279694266275e-09
Sphere-10d,cahotic,ABC/best/2,8.291015622422495e-09
Sphere-10d,random,DirectedABC,7.64053346628083e-12
Sphere-10d,random,DirectedABC,8.159958100128271e-13
Sphere-10d,random,DirectedABC,3.8572910840181495e-14
Sphere-10d,random,DirectedABC,3.2237968339848045e-15
Sphere-10d,random,DirectedABC,9.448978988647824e-13
Sphere-10d,random,DirectedABC,7.636070531247092e-13
Sphere-10d,random,DirectedABC,7.691303265548889e-11
Sphere-10d,random,DirectedABC,4.90988679614941e-13
Sphere-10d,random,DirectedABC,1.1100685296181738e-10
Sphere-10d,random,DirectedABC,1.5939063358938567e-12
Sphere-10d,random,DirectedABC,3.718925317513012e-11
Sphere-10d,random,DirectedABC,5.817445160540901e-13
Sphere-10d,random,DirectedABC,1.8855464395002936e-11
Sphere-10d,random,DirectedABC,5.5494604370822815e-11
Sphere-10d,random,DirectedABC,1.8164670834341907e-13
Sphere-10d,cahotic,DirectedABC,1.447824403485994e-15
Sphere-10d,cahotic,DirectedABC,7.1530179951652e-11
Sphere-10d,cahotic,DirectedABC,5.873018968421253e-15
Sphere-10d,cahotic,DirectedABC,1.3914498797861104e-11
Sphere-10d,cahotic,DirectedABC,9.591437421816068e-14
Sphere-10d,cahotic,DirectedABC,3.824950320058466e-13
Sphere-10d,cahotic,DirectedABC,3.567768448522921e-12
Sphere-10d,cahotic,DirectedABC,3.673204059248618e-13
Sphere-10d,cahotic,DirectedABC,3.2534934990829335e-11
Sphere-10d,cahotic,DirectedABC,1.061419356383122e-12
Sphere-10d,cahotic,DirectedABC,1.4241683271867043e-11
Sphere-10d,cahotic,DirectedABC,1.5844468932940015e-12
Sphere-10d,cahotic,DirectedABC,2.3003936110291526e-12
Sphere-10d,cahotic,DirectedABC,1.9898877633228837e-14
Sphere-10d,cahotic,DirectedABC,4.011559210437613e-12
Rosenbrock-10d,random,StandardABC,0.0065059049640393725
Rosenbrock-10d,random,StandardABC,0.00042537373849069096
Rosenbrock-10d,random,StandardABC,0.015192981064222228
