Function,Initialization,Mutation,OptValue
Weierstrass-10d,random,ModifiedABC,3.0185517729819367e-07
Weierstrass-10d,random,ModifiedABC,2.1143679873603105e-07
Weierstrass-10d,random,ModifiedABC,7.572444857828486e-07
Weierstrass-10d,random,ModifiedABC,2.543798416354548e-07
Weierstrass-10d,random,ModifiedABC,1.949895995778661e-07
Weierstrass-10d,random,ModifiedABC,3.0937561490418375e-07
Weierstrass-10d,random,ModifiedABC,5.869812795822327e-07
Weierstrass-10d,random,ModifiedABC,2.9804937895505645e-07
Weierstrass-10d,random,ModifiedABC,9.192138961111596e-08
Weierstrass-10d,random,ModifiedABC,2.3830727613471936e-07
Weierstrass-10d,random,ModifiedABC,9.644491072435812e-08
Weierstrass-10d,random,ModifiedABC,1.9332967937657486e-07
Weierstrass-10d,cahotic,ModifiedABC,3.0068977707742306e-07
Weierstrass-10d,cahotic,ModifiedABC,1.7992794454357863e-07
Weierstrass-10d,cahotic,ModifiedABC,3.2206160227588043e-07
Weierstrass-10d,cahotic,ModifiedABC,2.7133735613915633e-07
Weierstrass-10d,cahotic,ModifiedABC,2.6115133167081694e-07
Weierstrass-10d,cahotic,ModifiedABC,1.2678449579084372e-07
Weierstrass-10d,cahotic,ModifiedABC,2.6938877795146254e-07
Weierstrass-10d,cahotic,ModifiedABC,1.9729204225882313e-07
Weierstrass-10d,cahotic,ModifiedABC,1.9896149794362827e-07
Weierstrass-10d,cahotic,ModifiedABC,2.504558729299333e-07
Weierstrass-10d,cahotic,ModifiedABC,2.5169179096451444e-07
Weierstrass-10d,cahotic,ModifiedABC,3.6892975430191655e-07
Weierstrass-10d,cahotic,ModifiedABC,4.0749029750486443e-07
Weierstrass-10d,cahotic,ModifiedABC,1.735313723827403e-07
Weierstrass-10d,cahotic,ModifiedABC,2.722412979494493e-07
Weierstrass-10d,random,ABC/best/1,4.792929431118864e-08
Weierstrass-10d,random,ABC/best/1,3.3901905283073575e-08
Weierstrass-10d,random,ABC/best/1,2.9961810810164025e-10
Weierstrass-10d,random,ABC/best/1,6.127162777147532e-09
Weierstrass-10d,random,ABC/best/1,2.7234907662432306e-08
Weierstrass-10d,random,ABC/best/1,2.1113422121743497e-10
Weierstrass-10d,random,ABC/best/1,3.797130077032307e-08
Weierstrass-10d,random,ABC/best/1,1.1641400732287366e-08
Weierstrass-10d,random,ABC/best/1,6.113208073088572e-08
Weierstrass-10d,random,ABC/best/1,3.4726355124803376e-09
Weierstrass-10d,random,ABC/best/1,1.2304329999324182e-08
Weierstrass-10d,random,ABC/best/1,2.8095712423237273e-08
Weierstrass-10d,random,ABC/best/1,2.8653690975488644e-08
Weierstrass-10d,random,ABC/best/1,4.0315129012924444e-09
Weierstrass-10d,random,ABC/best/1,3.1788840004765007e-08
Weierstrass-10d,cahotic,ABC/best/1,1.5165564803965026e-08
Weierstrass-10d,cahotic,ABC/best/1,3.2527971427498414e-09
Weierstrass-10d,cahotic,ABC/best/1,1.9069236856239513e-08
Weierstrass-10d,cahotic,ABC/best/1,5.479648734763032e-09
Weierstrass-10d,cahotic,ABC/best/1,5.003119696311842e-09
Weierstrass-10d,cahotic,ABC/best/1,5.4030984131259174e-09
Weierstrass-10d,cahotic,ABC/best/1,1.0174407094609705e-08
Weierstrass-10d,cahotic,ABC/best/1,2.2201987803782686e-08
Weierstrass-10d,cahotic,ABC/best/1,3.663201653125725e-08
Weierstrass-10d,cahotic,ABC/best/1,5.344588771549752e-09
Weierstrass-10d,cahotic,ABC/best/1,4.91491682907963e-08
Weierstrass-10d,cahotic,ABC/best/1,8.662013328830653e-09
Weierstrass-10d,cahotic,ABC/best/1,2.7743656261236538e-08
Weierstrass-10d,cahotic,ABC/best/1,1.879986655239918e-08
Weierstrass-10d,cahotic,ABC/best/1,2.7133133073675708e-08
Weierstrass-10d,random,ABC/best/2,4.905928818743632e-08
Weierstrass-10d,random,ABC/best/2,4.149693921817743e-08
Weierstrass-10d,random,ABC/best/2,3.889485000740933e-08
Weierstrass-10d,random,ABC/best/2,3.6697340277669355e-08
Weierstrass-10d,random,ABC/best/2,1.1455097492785171e-07
Weierstrass-10d,random,ABC/best/2,5.8009813841408686e-08
Weierstrass-10d,random,ABC/best/2,5.788377421822588e-08
Weierstrass-10d,random,ABC/best/2,3.043868446184206e-08
Weierstrass-10d,random,ABC/best/2,1.7314707889681813e-08
Weierstrass-10d,random,ABC/best/2,4.721820090480833e-08
Weierstrass-10d,random,ABC/best/2,1.0373980785516324e-08
Weierstrass-10d,random,ABC/best/2,4.1479871981664473e-08
Weierstrass-10d,random,ABC/best/2,1.01038715172308e-08
Weierstrass-10d,random,ABC/best/2,1.8583158123419707e-08
Weierstrass-10d,random,ABC/best/2,4.749154314254156e-08
Weierstrass-10d,cahotic,ABC/best/2,6.049753409342884e-08
Weierstrass-10d,cahotic,ABC/best/2,2.103779905837655e-08
Weierstrass-10d,cahotic,ABC/best/2,6.557808518437014e-09
Weierstrass-10d,cahotic,ABC/best/2,8.768669701453291e-08
Weierstrass-10d,cahotic,ABC/best/2,9.831079950117783e-09
Weierstrass-10d,cahotic,ABC/best/2,7.984660754800643e-08
Weierstrass-10d,cahotic,ABC/best/2,1.1507122366083422e-08
Weierstrass-10d,cahotic,ABC/best/2,8.18184986428605e-09
Weierstrass-10d,cahotic,ABC/best/2,4.3924796244709796e-08
Weierstrass-10d,cahotic,ABC/best/2,4.756363836122546e-08
Weierstrass-10d,cahotic,ABC/best/2,1.118008086109512e-08
Weierstrass-10d,cahotic,ABC/best/2,2.2353432882482593e-08
Weierstrass-10d,cahotic,ABC/best/2,2.7148516323904914e-08
Weierstrass-10d,cahotic,ABC/best/2,1.3396558529166214e-08
Weierstrass-10d,cahotic,ABC/best/2,1.7441767141690434e-08
Weierstrass-10d,random,DirectedABC,3.459632580415928e-11
Weierstrass-10d,random,DirectedABC,6.927791673660977e-13
Weierstrass-10d,random,DirectedABC,0.0
Weierstrass-10d,random,DirectedABC,3.552713678800501e-15
Weierstrass-10d,random,DirectedABC,3.907985046680551e-14
Weierstrass-10d,random,DirectedABC,3.8191672047105385e-12
Weierstrass-10d,random,DirectedABC,4.080291660102375e-11
Weierstrass-10d,random,DirectedABC,5.684341886080801e-13
Weierstrass-10d,random,DirectedABC,4.618527782440651e-14
Weierstrass-10d,random,DirectedABC,2.0605739337042905e-13
Weierstrass-10d,random,DirectedABC,9.698908343125368e-13
Weierstrass-10d,random,DirectedABC,7.105427357601002e-15
Weierstrass-10d,random,DirectedABC,1.0729195309977513e-12
Weierstrass-10d,random,DirectedABC,0.0
Weierstrass-10d,random,DirectedABC,5.044853423896711e-13
Weierstrass-10d,cahotic,DirectedABC,0.0
Weierstrass-10d,cahotic,DirectedABC,3.218758592993254e-12
Weierstrass-10d,cahotic,DirectedABC,4.440892098500626e-13
Weierstrass-10d,cahotic,DirectedABC,1.4210854715202004e-14
Weierstrass-10d,cahotic,DirectedABC,1.4921397450962104e-13
Weierstrass-10d,cahotic,DirectedABC,3.836930773104541e-13
Weierstrass-10d,cahotic,DirectedABC,2.4513724383723456e-12
Weierstrass-10d,cahotic,DirectedABC,5.861977570020827e-13
Weierstrass-10d,cahotic,DirectedABC,1.3500311979441904e-13
Weierstrass-10d,cahotic,DirectedABC,1.3500311979441904e-12
Weierstrass-10d,cahotic,DirectedABC,3.552713678800501e-14
Weierstrass-10d,cahotic,DirectedABC,5.3290705182007514e-14
Weierstrass-10d,cahotic,DirectedABC,3.588240815588506e-13
Weierstrass-10d,cahotic,DirectedABC,3.137046178380842e-11
Weierstrass-10d,cahotic,DirectedABC,1.177014041786606e-11
Griewank-10d,random,StandardABC,0.0
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,0.007396040456593922
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.3433698597964394e-14
Griewank-10d,random,StandardABC,0.0
Griewank-10d,random,StandardABC,0.007396594410577273
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,1.1102230246251565e-16
Griewank-10d,random,StandardABC,0.007396040401632331
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,4.440892098500626e-16
Griewank-10d,cahotic,StandardABC,0.009857284616446749
Griewank-10d,cahotic,StandardABC,0.0
Griewank-10d,cahotic,StandardABC,0.01231610110635828
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,0.0
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,2.55351295663786e-15
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,1.1102230246251565e-16
Griewank-10d,cahotic,StandardABC,1.5543122344752192e-15
Griewank-10d,cahotic,StandardABC,0.0
Griewank-10d,random,ModifiedABC,0.05250907301268426
Griewank-10d,random,ModifiedABC,0.022644270196468086
Griewank-10d,random,ModifiedABC,0.016955350170379524
Griewank-10d,random,ModifiedABC,0.014769641399701938
Griewank-10d,random,ModifiedABC,0.027549684660118312
Griewank-10d,random,ModifiedABC,0.04657835956897749
Griewank-10d,random,ModifiedABC,0.02044006395780229
Griewank-10d,random,ModifiedABC,0.021802752994752983
Griewank-10d,random,ModifiedABC,0.03499562745145646
Griewank-10d,random,ModifiedABC,0.012870649299707604
Griewank-10d,random,ModifiedABC,0.015953086340766642
Griewank-10d,random,ModifiedABC,0.009956584215461972
Griewank-10d,random,ModifiedABC,0.009296137484027245
Griewank-10d,random,ModifiedABC,0.011343285758197541
Griewank-10d,random,ModifiedABC,0.04198244472962054
Griewank-10d,cahotic,ModifiedABC,0.0018302717592796336
Griewank-10d,cahotic,ModifiedABC,0.06066326008930345
Griewank-10d,cahotic,ModifiedABC,7.784442090152943e-06
Griewank-10d,cahotic,ModifiedABC,0.03363116481199013
Griewank-10d,cahotic,ModifiedABC,0.011580096158568476
Griewank-10d,cahotic,ModifiedABC,0.037178957115591604
Griewank-10d,cahotic,ModifiedABC,5.18689456718846e-07
Griewank-10d,cahotic,ModifiedABC,0.03150947343915411
Griewank-10d,cahotic,ModifiedABC,0.011480203550695234
Griewank-10d,cahotic,ModifiedABC,0.001018665272678132
Griewank-10d,cahotic,ModifiedABC,0.00867967862989305
Griewank-10d,cahotic,ModifiedABC,0.015335726978592534
Griewank-10d,cahotic,ModifiedABC,0.04847277773149261
Griewank-10d,cahotic,ModifiedABC,0.004575516682227443
Griewank-10d,cahotic,ModifiedABC,0.006701972826551272
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,0.007396040334115561
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,0.010560970539628123
Griewank-10d,random,ABC/best/1,2.0317081350640365e-14
Griewank-10d,random,ABC/best/1,1.45328193923433e-12
Griewank-10d,random,ABC/best/1,2.7844393457598926e-13
Griewank-10d,random,ABC/best/1,0.0
Griewank-10d,random,ABC/best/1,0.0
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,0.0
Griewank-10d,random,ABC/best/1,1.1102230246251565e-16
Griewank-10d,random,ABC/best/1,9.325873406851315e-14
Griewank-10d,cahotic,ABC/best/1,0.0
Griewank-10d,cahotic,ABC/best/1,0.0073961766949823815
Griewank-10d,cahotic,ABC/best/1,6.11416695051048e-10
Griewank-10d,cahotic,ABC/best/1,2.5581237128591283e-10
Griewank-10d,cahotic,ABC/best/1,0.00013703506100526397
Griewank-10d,cahotic,ABC/best/1,9.992007221626409e-16
Griewank-10d,cahotic,ABC/best/1,0.0073960403341174485
Griewank-10d,cahotic,ABC/best/1,0.0037419389030547423
Griewank-10d,cahotic,ABC/best/1,1.1102230246251565e-16
Griewank-10d,cahotic,ABC/best/1,0.009864672061007052
Griewank-10d,cahotic,ABC/best/1,4.7348324039298006e-08
Griewank-10d,cahotic,ABC/best/1,1.8217027886180404e-09
Griewank-10d,cahotic,ABC/best/1,1.1102230246251565e-16
Griewank-10d,cahotic,ABC/best/1,0.0
Griewank-10d,cahotic,ABC/best/1,3.3084646133829665e-14
Griewank-10d,random,ABC/best/2,5.684341886080802e-14
Griewank-10d,random,ABC/best/2,1.1375194253204768e-07
Griewank-10d,random,ABC/best/2,3.332278897261176e-11
Griewank-10d,random,ABC/best/2,8.741408707990672e-10
Griewank-10d,random,ABC/best/2,1.8053269990048193e-10
Griewank-10d,random,ABC/best/2,6.602905555652683e-09
Griewank-10d,random,ABC/best/2,5.194857799484254e-08
Griewank-10d,random,ABC/best/2,5.046812967535175e-10
Griewank-10d,random,ABC/best/2,1.4794258040851105e-09
Griewank-10d,random,ABC/best/2,2.410294186461215e-12
Griewank-10d,random,ABC/best/2,0.007396047394289673
Griewank-10d,random,ABC/best/2,2.4311690693945565e-07
Griewank-10d,random,ABC/best/2,7.838419164851729e-07
Griewank-10d,random,ABC/best/2,0.007396052229544314
Griewank-10d,random,ABC/best/2,1.5252268337206942e-09
Griewank-10d,cahotic,ABC/best/2,1.0168199615634421e-11
Griewank-10d,cahotic,ABC/best/2,1.3039569424222464e-12
Griewank-10d,cahotic,ABC/best/2,8.914856630681811e-10
Griewank-10d,cahotic,ABC/best/2,0.007396042407586845
Griewank-10d,cahotic,ABC/best/2,4.336428993667596e-10
Griewank-10d,cahotic,ABC/best/2,7.167331284030354e-09
Griewank-10d,cahotic,ABC/best/2,3.635986733918628e-09
Griewank-10d,cahotic,ABC/best/2,2.1406358907682943e-09
Griewank-10d,cahotic,ABC/best/2,3.6909963974096627e-10
Griewank-10d,cahotic,ABC/best/2,2.2667863697201085e-08
Griewank-10d,cahotic,ABC/best/2,1.45417011765403e-12
Griewank-10d,cahotic,ABC/best/2,4.459765889919254e-12
Griewank-10d,cahotic,ABC/best/2,5.377184253418932e-09
Griewank-10d,cahotic,ABC/best/2,2.463639292571429e-10
Griewank-10d,cahotic,ABC/best/2,1.0548861784087649e-10
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,0.0
Griewank-10d,random,DirectedABC,0.007396040335573173
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,5.551115123125783e-16
Griewank-10d,random,DirectedABC,0.0
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,1.2089068635035005e-09
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,random,DirectedABC,0.0
Griewank-10d,random,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,0.0073960403342320236
Griewank-10d,cahotic,DirectedABC,0.007418028256693909
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,0.0
Griewank-10d,cahotic,DirectedABC,0.0
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,1.4432899320127035e-15
Griewank-10d,cahotic,DirectedABC,1.1102230246251565e-16
Griewank-10d,cahotic,DirectedABC,0.0
Griewank-10d,cahotic,DirectedABC,0.007396209472361304
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566172543447
Schwefel-10d,random,StandardABC,0.00012727566172543447
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,random,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,cahotic,StandardABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566172543447
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566172543447
Schwefel-10d,random,ModifiedABC,0.00012727566172543447
Schwefel-10d,random,ModifiedABC,0.00012727566172543447
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.0001272756799153285
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566172543447
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566172543447
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566354442388
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566172543447
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566172543447
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,cahotic,ModifiedABC,0.00012727566263492918
Schwefel-10d,random,ABC/best/1,0.00012727648299915018
Schwefel-10d,random,ABC/best/1,0.00012727832927339477
Schwefel-10d,random,ABC/best/1,0.00012729153877444332
Schwefel-10d,random,ABC/best/1,0.00012731001515930984
Schwefel-10d,random,ABC/best/1,0.0001272759818675695
Schwefel-10d,random,ABC/best/1,0.00012727961075142957
Schwefel-10d,random,ABC/best/1,0.00012728643469017697
Schwefel-10d,random,ABC/best/1,0.00012727903776976746
Schwefel-10d,random,ABC/best/1,0.00012727568264381262
Schwefel-10d,random,ABC/best/1,0.00012727646571875084
Schwefel-10d,random,ABC/best/1,0.00012728612819046248
Schwefel-10d,random,ABC/best/1,0.00012727818102575839
Schwefel-10d,random,ABC/best/1,0.00012727722605632152
Schwefel-10d,random,ABC/best/1,0.00012728991805488477
Schwefel-10d,random,ABC/best/1,0.00012728022284136387
Schwefel-10d,cahotic,ABC/best/1,0.0001272768049602746
Schwefel-10d,cahotic,ABC/best/1,0.00012729149239021353
Schwefel-10d,cahotic,ABC/best/1,0.0001272756726393709
Schwefel-10d,cahotic,ABC/best/1,0.0001272831113965367
Schwefel-10d,cahotic,ABC/best/1,0.0001272816707569291
Schwefel-10d,cahotic,ABC/best/1,0.00012727676494250773
Schwefel-10d,cahotic,ABC/best/1,0.00012727843477478018
Schwefel-10d,cahotic,ABC/best/1,0.0001273017396670184
Schwefel-10d,cahotic,ABC/best/1,0.00012727653665933758
Schwefel-10d,cahotic,ABC/best/1,0.0001272793679163442
Schwefel-10d,cahotic,ABC/best/1,0.00012727724060823675
Schwefel-10d,cahotic,ABC/best/1,0.00012728416277241195
Schwefel-10d,cahotic,ABC/best/1,0.00012728337969747372
Schwefel-10d,cahotic,ABC/best/1,0.00012728196907119127
Schwefel-10d,cahotic,ABC/best/1,0.00012727980720228516
Schwefel-10d,random,ABC/best/2,0.0001272763456654502
Schwefel-10d,random,ABC/best/2,0.00012731432070722803
Schwefel-10d,random,ABC/best/2,0.00012730504113278585
Schwefel-10d,random,ABC/best/2,0.00012734168103634147
Schwefel-10d,random,ABC/best/2,0.0001272862382393214
Schwefel-10d,random,ABC/best/2,0.00012727607463602908
Schwefel-10d,random,ABC/best/2,0.00012731520928355167
Schwefel-10d,random,ABC/best/2,0.00012728817091556266
Schwefel-10d,random,ABC/best/2,0.0001272845456696814
Schwefel-10d,random,ABC/best/2,0.00012728114052151795
Schwefel-10d,random,ABC/best/2,0.00012734786105284002
Schwefel-10d,random,ABC/best/2,0.0001272986573894741
Schwefel-10d,random,ABC/best/2,0.00012729291938740062
Schwefel-10d,random,ABC/best/2,0.00012729027366731316
Schwefel-10d,random,ABC/best/2,0.00012728876481560292
Schwefel-10d,cahotic,ABC/best/2,0.00012732624327327358
Schwefel-10d,cahotic,ABC/best/2,0.00012727666216960642
Schwefel-10d,cahotic,ABC/best/2,0.00012728917954518693
Schwefel-10d,cahotic,ABC/best/2,0.00012728033107123338
Schwefel-10d,cahotic,ABC/best/2,0.00012727966623060638
Schwefel-10d,cahotic,ABC/best/2,0.00012727689681923948
Schwefel-10d,cahotic,ABC/best/2,0.00012732026607409352
Schwefel-10d,cahotic,ABC/best/2,0.00012730023081530817
Schwefel-10d,cahotic,ABC/best/2,0.00012730474372801837
Schwefel-10d,cahotic,ABC/best/2,0.00012729451100312872
Schwefel-10d,cahotic,ABC/best/2,0.00012733419680444058
Schwefel-10d,cahotic,ABC/best/2,0.00012727766716125188
Schwefel-10d,cahotic,ABC/best/2,0.00012728161345876288
Schwefel-10d,cahotic,ABC/best/2,0.00012734520078083733
Schwefel-10d,cahotic,ABC/best/2,0.00012728178990073502
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566172543447
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,random,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566172543447
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Schwefel-10d,cahotic,DirectedABC,0.00012727566263492918
Sumsquares-10d,random,StandardABC,1.3565259649047883e-15
Sumsquares-10d,random,StandardABC,2.609369820380211e-13
Sumsquares-10d,random,StandardABC,1.1321234817797391e-15
Sumsquares-10d,random,StandardABC,9.356601874173615e-17
Sumsquares-10d,random,StandardABC,1.013834895031012e-12
Sumsquares-10d,random,StandardABC,1.9594059984495147e-15
Sumsquares-10d,random,StandardABC,1.2470019716179113e-13
Sumsquares-10d,random,StandardABC,2.311954532582464e-13
Sumsquares-10d,random,StandardABC,4.075455864535002e-15
Sumsquares-10d,random,StandardABC,4.628702624929569e-14
Sumsquares-10d,random,StandardABC,3.4033952661580684e-16
Sumsquares-10d,random,StandardABC,1.7636276414938211e-12
Sumsquares-10d,random,StandardABC,1.5917503572588663e-15
Sumsquares-10d,random,StandardABC,3.575514510874673e-14
Sumsquares-10d,random,StandardABC,3.2996612713305105e-13
Sumsquares-10d,cahotic,StandardABC,3.1766070253849475e-15
Sumsquares-10d,cahotic,StandardABC,1.816241122603977e-15
Sumsquares-10d,cahotic,StandardABC,6.230737294873071e-15
Sumsquares-10d,cahotic,StandardABC,2.6211417847455476e-13
Sumsquares-10d,cahotic,StandardABC,1.828372020829204e-15
Sumsquares-10d,cahotic,StandardABC,7.09513941125383e-16
Sumsquares-10d,cahotic,StandardABC,2.8672042612324024e-14
Sumsquares-10d,cahotic,StandardABC,1.6168814114696618e-12
Sumsquares-10d,cahotic,StandardABC,3.193231360758969e-16
Sumsquares-10d,cahotic,StandardABC,2.46230786109649e-13
Sumsquares-10d,cahotic,StandardABC,9.911950831115679e-17
Sumsquares-10d,cahotic,StandardABC,1.3689848043833792e-13
Sumsquares-10d,cahotic,StandardABC,3.409813875430866e-15
Sumsquares-10d,cahotic,StandardABC,5.776994002080421e-13
Sumsquares-10d,cahotic,StandardABC,4.0471011997300136e-15
Sumsquares-10d,random,ModifiedABC,3.7746454923211046e-07
Sumsquares-10d,random,ModifiedABC,2.67522696891439e-07
Sumsquares-10d,random,ModifiedABC,2.0234173694054832e-07
Sumsquares-10d,random,ModifiedABC,1.8678530670536021e-07
Sumsquares-10d,random,ModifiedABC,1.328262160779337e-07
Sumsquares-10d,random,ModifiedABC,3.7475726819539435e-07
Sumsquares-10d,random,ModifiedABC,9.57040092855865e-08
Sumsquares-10d,random,ModifiedABC,7.774706084588231e-08
Sumsquares-10d,random,ModifiedABC,2.1176919178628793e-07
Sumsquares-10d,random,ModifiedABC,2.427572674622639e-07
Sumsquares-10d,random,ModifiedABC,1.3030151369978935e-07
Sumsquares-10d,random,ModifiedABC,3.1222357881181145e-07
