Function,Initialization,Mutation,Mean,Std,Median,Best,Worst
Rastrigin-30d,cahotic,ModifiedABC,152.5293340764914,10.284522306898252,151.54662454578286,134.4305016735316,170.55259569117624
Rastrigin-30d,random,ABC/best/1,5.198948353305847e-08,5.354324766329055e-08,4.016766297354479e-08,4.5656634029001e-10,2.053173489002802e-07
Rastrigin-30d,cahotic,ABC/best/1,0.06633065141856302,0.2481864111127115,3.952993665734539e-08,6.3442939790547825e-09,0.994959169855349
Rastrigin-30d,random,ABC/best/2,5.803198443269745e-08,4.638664203080506e-08,4.367171868580044e-08,4.092157723789569e-10,1.812730374695093e-07
Rastrigin-30d,cahotic,ABC/best/2,6.776660181155118e-08,3.966291202802172e-08,6.563010401805514e-08,8.913048077374697e-10,1.6175732753254124e-07
Rastrigin-30d,random,DirectedABC,0.1335531255932968,0.3380484698181985,6.634015380768687e-05,8.258780326286796e-09,0.9956200253378711
Rastrigin-30d,cahotic,DirectedABC,0.04341790250185795,0.09105476730106479,4.024207953534642e-06,3.537331849656766e-08,0.3002005326432027
Weierstrass-30d,random,StandardABC,0.0015114698247344904,0.00018541064992661752,0.001532440772564314,0.0011145159748906508,0.0017385603294357566
Weierstrass-30d,cahotic,StandardABC,0.001418768251094112,0.00032366842044746053,0.0014408122188527273,0.0008741727255525689,0.0021298562950846645
Weierstrass-30d,random,ModifiedABC,0.0023630440670004303,0.00035868871970930373,0.0024056380331742844,0.0017641262607099861,0.002978348224871752
Weierstrass-30d,cahotic,ModifiedABC,0.00265422914513825,0.00036561157285025145,0.002632546666951896,0.0021253341735913978,0.003246497299116413
Weierstrass-30d,random,ABC/best/1,7.465624207725341e-08,5.7159633840772556e-08,4.476193993241395e-08,1.1679468059355713e-08,1.894524146450749e-07
Weierstrass-30d,cahotic,ABC/best/1,1.0336363989911964e-07,7.005076794979161e-08,9.3466866246672e-08,7.686821845709346e-09,2.5882955867473356e-07
Weierstrass-30d,random,ABC/best/2,1.9019798145336608e-07,8.210581259802235e-08,1.7499536397735937e-07,8.142050944570656e-08,3.753051061039514e-07
Weierstrass-30d,cahotic,ABC/best/2,2.0561041651490087e-07,1.1574028749952549e-07,2.0242759291022594e-07,2.4979058821372746e-08,4.1025495534086076e-07
Weierstrass-30d,random,DirectedABC,0.0003884922594063293,6.349251194343453e-05,0.0003746802973410013,0.00029375042621637704,0.000576121541826069
Weierstrass-30d,cahotic,DirectedABC,0.00045924400718841223,7.816841195550323e-05,0.0004528465920472513,0.00023250152503351273,0.0005766506566970975
Griewank-30d,random,StandardABC,4.912702157491289e-05,0.0001835710919379897,1.8249853961371798e-08,1.107397396005183e-09,0.0007359869761781601
Griewank-30d,cahotic,StandardABC,2.4629978479406846e-06,5.024861520628555e-06,7.561714387982477e-08,2.0612431761435346e-09,1.581683978157944e-05
Griewank-30d,random,ModifiedABC,7.160605152815395e-05,9.014496031791088e-05,3.77966791751394e-05,4.59474049674391e-06,0.00032343790198985367
Griewank-30d,cahotic,ModifiedABC,0.0005249373778574373,0.001253680064473595,2.5381971312188334e-05,1.3078203529026666e-06,0.00491792493748322
Griewank-30d,random,ABC/best/1,1.6445060128470836e-11,6.145070321435454e-11,1.1102230246251565e-16,0.0,2.4637236695213005e-10
Griewank-30d,cahotic,ABC/best/1,1.1520406850706878e-11,3.959977303782384e-11,1.1102230246251565e-16,1.1102230246251565e-16,1.594477883060108e-10
Griewank-30d,random,ABC/best/2,7.409839682577986e-08,2.458665573475841e-07,8.053420152975832e-10,1.3322676295501878e-15,9.922799104611357e-07
Griewank-30d,cahotic,ABC/best/2,7.49516428995752e-08,1.64032434272833e-07,1.8861079364995703e-09,4.440892098500626e-16,6.178850513460787e-07
Griewank-30d,random,DirectedABC,3.5684704820700594e-10,6.187969655270612e-10,1.0257694693649455e-10,1.977307206857404e-12,2.48205156427872e-09
Griewank-30d,cahotic,DirectedABC,3.936913017810184e-10,5.334826606980228e-10,5.2882143108945456e-11,1.8497425813279733e-12,1.7461095902504553e-09
Schwefel-30d,random,StandardABC,246.8323712231366,117.13611042235607,239.65798577023452,7.984512548451676,473.9209320462269
Schwefel-30d,cahotic,StandardABC,119.89296810064006,86.6463814069446,118.53291669559985,0.01584578086658439,239.58418198790787
Schwefel-30d,random,ModifiedABC,6059.626012899913,310.53144223590635,6071.5712472349705,5511.513512422205,6694.386798416594
Schwefel-30d,cahotic,ModifiedABC,5509.696736487404,284.19314200359696,5517.354830140361,4931.658308764472,5890.719015878306
Schwefel-30d,random,ABC/best/1,7.896272093984953,29.54371598732649,0.0003818572840827983,0.0003818270179181127,118.43873525071649
Schwefel-30d,cahotic,ABC/best/1,0.00038188454454939346,5.662253212884218e-08,0.00038186686288099736,0.0003818290242634248,0.000382054324290948
Schwefel-30d,random,ABC/best/2,0.0003819047125337723,5.465869957779016e-08,0.0003818977656919742,0.0003818354416580405,0.00038202035102585796
Schwefel-30d,cahotic,ABC/best/2,0.00038187135529976025,3.5151000502687493e-08,0.00038186362144188024,0.0003818333789240569,0.0003819705179921584
Schwefel-30d,random,DirectedABC,260.4870296038487,107.89065932913013,258.07461186501496,6.573531221720259,381.722665307856
Schwefel-30d,cahotic,DirectedABC,151.05702253332782,103.22853987471687,118.44305362702835,0.009830209461142658,370.53746795492043
Sumsquares-30d,random,StandardABC,2.960650032189647e-11,2.0799403283370144e-11,2.2588991345936676e-11,5.970200930844014e-12,7.623319698464111e-11
Sumsquares-30d,cahotic,StandardABC,4.046677781345762e-11,2.4003019376152347e-11,3.796783407201584e-11,9.506612763186654e-12,9.693836070554483e-11
Sumsquares-30d,random,ModifiedABC,1.4321652400338203e-06,3.390616391276411e-07,1.4394724401752995e-06,8.858230143017326e-07,2.1587121721375987e-06
Sumsquares-30d,cahotic,ModifiedABC,1.4612898387772036e-06,3.3198426233339967e-07,1.411458818701976e-06,9.749513565474523e-07,2.164263036845325e-06
Sumsquares-30d,random,ABC/best/1,5.498957399269877e-08,5.224482314935988e-08,4.390358295315059e-08,6.962467131173643e-10,2.012946885732483e-07
Sumsquares-30d,cahotic,ABC/best/1,3.768217838341618e-08,2.7950712186075815e-08,4.1729476226590884e-08,5.331610436560165e-10,9.852512807667146e-08
Sumsquares-30d,random,ABC/best/2,5.736227244993453e-08,5.598689789871434e-08,3.590919059651943e-08,9.546687113201667e-09,2.20398706164398e-07
Sumsquares-30d,cahotic,ABC/best/2,1.4133664411618274e-07,1.202824180572182e-07,1.0489404943212625e-07,8.927237163099917e-10,4.3359606539614364e-07
Sumsquares-30d,random,DirectedABC,2.1971673905066106e-11,4.925787903701301e-11,2.2711035705769376e-12,8.867964837044726e-15,1.989412460225771e-10
Sumsquares-30d,cahotic,DirectedABC,6.897028087271713e-12,1.1654242106453475e-11,1.4096855006201652e-12,1.3208250634163599e-14,4.559855491593814e-11
